Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
bin.133	k__Bacteria (UID2495)	2993	141	87	37	97	7	0	0	0	86.88	5.75	42.86
bin.134	c__Deltaproteobacteria (UID3216)	83	247	155	3	241	2	1	0	0	98.87	2.58	0.00
bin.135	k__Bacteria (UID3187)	2258	190	119	6	164	20	0	0	0	95.75	9.48	5.00
bin.136	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
bin.137	k__Bacteria (UID1452)	924	163	110	77	80	6	0	0	0	52.15	2.15	0.00
bin.138	c__Alphaproteobacteria (UID3305)	564	348	229	168	168	12	0	0	0	53.54	2.71	0.00
bin.139	k__Archaea (UID2)	207	149	107	87	60	2	0	0	0	50.47	1.87	100.00
bin.14	k__Bacteria (UID1452)	924	151	101	32	119	0	0	0	0	73.27	0.00	0.00
bin.140	k__Bacteria (UID1452)	924	163	110	29	112	21	1	0	0	85.38	13.92	12.50
bin.141	k__Bacteria (UID3187)	2258	188	117	85	92	9	2	0	0	56.77	9.50	6.67
bin.142	k__Bacteria (UID203)	5449	104	58	59	44	1	0	0	0	37.63	1.72	0.00
bin.143	c__Deltaproteobacteria (UID3216)	83	247	155	84	161	2	0	0	0	65.45	0.97	0.00
bin.144	k__Bacteria (UID1452)	924	163	110	49	100	11	3	0	0	63.99	15.00	10.00
bin.145	c__Gammaproteobacteria (UID4274)	112	580	289	107	380	88	4	1	0	86.48	18.77	83.96
bin.146	k__Bacteria (UID203)	5449	104	58	78	26	0	0	0	0	39.66	0.00	0.00
bin.147	k__Bacteria (UID203)	5449	104	58	50	54	0	0	0	0	81.03	0.00	0.00
bin.148	k__Bacteria (UID203)	5449	104	58	14	68	22	0	0	0	85.42	15.96	4.55
bin.149	k__Bacteria (UID1452)	924	151	101	35	115	1	0	0	0	68.81	0.50	0.00
bin.15	k__Bacteria (UID1452)	924	151	101	31	119	1	0	0	0	73.76	0.99	0.00
bin.150	k__Bacteria (UID2495)	2993	147	91	1	137	9	0	0	0	98.90	4.90	0.00
bin.151	k__Bacteria (UID3187)	2258	188	117	115	69	4	0	0	0	38.10	3.42	0.00
bin.152	k__Bacteria (UID2570)	433	270	179	24	238	8	0	0	0	93.93	3.18	12.50
bin.153	k__Bacteria (UID2329)	174	149	89	45	101	3	0	0	0	70.48	2.41	33.33
bin.154	k__Bacteria (UID2495)	2993	143	89	75	63	5	0	0	0	52.39	5.06	20.00
bin.155	k__Bacteria (UID3187)	2258	188	117	26	146	13	3	0	0	88.63	9.35	4.55
bin.156	k__Archaea (UID2)	207	145	103	0	141	3	1	0	0	100.00	3.96	16.67
bin.157	k__Bacteria (UID2495)	2993	143	89	32	109	2	0	0	0	69.31	0.20	0.00
bin.158	k__Bacteria (UID203)	5449	104	58	96	7	1	0	0	0	11.21	0.86	0.00
bin.159	k__Bacteria (UID1453)	901	171	117	19	143	7	2	0	0	85.33	8.29	7.69
bin.16	k__Bacteria (UID1452)	924	151	101	90	59	2	0	0	0	41.98	1.98	0.00
bin.160	g__Clostridium (UID1380)	44	404	145	74	311	19	0	0	0	77.20	2.30	68.42
bin.161	k__Bacteria (UID1452)	924	151	101	63	87	1	0	0	0	52.81	0.99	0.00
bin.162	p__Firmicutes (UID1022)	100	295	158	1	287	7	0	0	0	99.37	3.13	28.57
bin.163	k__Bacteria (UID2495)	2993	143	89	105	34	4	0	0	0	27.42	3.37	75.00
bin.164	k__Bacteria (UID1452)	924	161	108	76	69	15	1	0	0	54.05	10.24	0.00
bin.165	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
bin.166	k__Bacteria (UID203)	5449	104	58	29	46	19	8	2	0	70.45	43.03	21.82
bin.167	k__Bacteria (UID203)	5449	104	58	98	6	0	0	0	0	8.62	0.00	0.00
bin.168	k__Bacteria (UID1452)	924	151	101	52	89	10	0	0	0	55.36	3.15	20.00
bin.169	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
bin.17	k__Bacteria (UID203)	5449	104	58	14	87	3	0	0	0	78.74	3.45	0.00
bin.170	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.00	0.00
bin.171	k__Bacteria (UID2495)	2993	143	89	68	70	4	1	0	0	49.65	4.12	0.00
bin.172	k__Bacteria (UID3187)	2258	188	117	21	156	11	0	0	0	87.36	5.24	36.36
bin.173	k__Bacteria (UID1452)	924	151	101	43	107	1	0	0	0	67.81	0.50	100.00
bin.174	k__Bacteria (UID203)	5449	104	58	100	4	0	0	0	0	6.90	0.00	0.00
bin.175	c__Deltaproteobacteria (UID3216)	83	247	155	41	185	19	2	0	0	83.47	5.25	8.00
bin.176	c__Deltaproteobacteria (UID3217)	62	280	168	27	240	13	0	0	0	97.18	4.06	53.85
bin.177	k__Bacteria (UID2495)	2993	141	87	32	105	3	1	0	0	76.54	4.67	16.67
bin.178	c__Gammaproteobacteria (UID4274)	112	575	286	53	495	27	0	0	0	88.23	6.29	44.44
bin.179	k__Bacteria (UID2565)	2921	143	88	2	135	6	0	0	0	97.73	2.54	66.67
bin.18	p__Bacteroidetes (UID2605)	350	316	210	1	310	5	0	0	0	99.52	1.35	0.00
bin.180	k__Bacteria (UID3187)	2258	188	117	35	143	10	0	0	0	79.75	5.06	30.00
bin.181	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
bin.182	k__Bacteria (UID1453)	901	171	117	104	65	1	1	0	0	43.17	2.56	0.00
bin.183	k__Bacteria (UID2495)	2993	147	91	2	142	2	1	0	0	99.39	3.40	0.00
bin.184	k__Bacteria (UID2495)	2993	141	87	2	139	0	0	0	0	97.70	0.00	0.00
bin.185	k__Bacteria (UID203)	5449	104	58	29	71	4	0	0	0	70.27	3.09	75.00
bin.186	k__Bacteria (UID1453)	901	171	117	59	112	0	0	0	0	54.96	0.00	0.00
bin.187	k__Bacteria (UID2495)	2993	143	89	12	130	1	0	0	0	86.52	1.12	0.00
bin.188	k__Bacteria (UID3187)	2258	188	117	140	48	0	0	0	0	13.46	0.00	0.00
bin.189	c__Deltaproteobacteria (UID3217)	62	280	168	11	269	0	0	0	0	98.88	0.00	0.00
bin.19	k__Bacteria (UID1452)	924	163	110	47	110	6	0	0	0	82.45	5.45	0.00
bin.190	k__Bacteria (UID1452)	924	163	110	3	152	8	0	0	0	97.27	6.45	25.00
bin.191	k__Bacteria (UID1453)	901	171	117	18	142	11	0	0	0	91.63	8.55	18.18
bin.192	k__Bacteria (UID203)	5449	104	58	99	5	0	0	0	0	6.03	0.00	0.00
bin.193	k__Bacteria (UID203)	5449	103	57	95	7	1	0	0	0	5.18	1.75	0.00
bin.194	k__Bacteria (UID203)	5449	104	58	73	31	0	0	0	0	46.55	0.00	0.00
bin.195	k__Bacteria (UID2495)	2993	143	89	38	93	12	0	0	0	67.59	9.99	66.67
bin.196	k__Bacteria (UID1452)	924	161	108	31	119	11	0	0	0	72.69	6.00	63.64
bin.197	c__Betaproteobacteria (UID3959)	235	419	211	65	342	12	0	0	0	84.40	2.37	0.00
bin.198	k__Bacteria (UID203)	5449	104	58	81	23	0	0	0	0	33.97	0.00	0.00
bin.199	k__Bacteria (UID203)	5449	104	58	82	22	0	0	0	0	30.34	0.00	0.00
bin.2	k__Bacteria (UID3060)	138	338	246	41	279	17	1	0	0	90.59	5.89	55.00
bin.20	k__Bacteria (UID203)	5449	104	58	89	15	0	0	0	0	8.62	0.00	0.00
bin.200	c__Deltaproteobacteria (UID3217)	62	280	168	14	262	4	0	0	0	95.83	1.82	25.00
bin.201	k__Bacteria (UID203)	5449	104	58	82	15	7	0	0	0	22.70	7.59	0.00
bin.202	c__Deltaproteobacteria (UID3216)	83	247	155	158	79	10	0	0	0	33.58	3.30	10.00
bin.203	k__Bacteria (UID2495)	2993	142	88	28	52	57	4	1	0	89.26	61.87	69.33
bin.204	k__Bacteria (UID2570)	433	270	179	116	147	7	0	0	0	61.17	2.33	0.00
bin.205	k__Bacteria (UID203)	5449	104	58	45	20	34	4	0	1	84.66	70.17	41.07
bin.206	k__Bacteria (UID2495)	2993	143	89	22	121	0	0	0	0	78.96	0.00	0.00
bin.207	k__Bacteria (UID1452)	924	151	101	34	117	0	0	0	0	69.22	0.00	0.00
bin.208	k__Archaea (UID2)	207	149	107	39	110	0	0	0	0	69.08	0.00	0.00
bin.209	k__Bacteria (UID3187)	2258	188	117	91	82	14	1	0	0	44.16	5.80	0.00
bin.21	k__Bacteria (UID1453)	901	171	117	56	115	0	0	0	0	59.87	0.00	0.00
bin.210	k__Bacteria (UID1452)	924	161	108	43	117	1	0	0	0	63.40	0.93	0.00
bin.211	k__Bacteria (UID203)	5449	103	57	86	14	3	0	0	0	12.12	0.48	0.00
bin.212	k__Bacteria (UID2565)	2921	143	88	3	138	2	0	0	0	97.66	1.70	0.00
bin.213	k__Bacteria (UID203)	5449	104	58	95	9	0	0	0	0	15.52	0.00	0.00
bin.214	c__Betaproteobacteria (UID3971)	223	425	211	68	335	21	1	0	0	83.27	5.45	37.50
bin.215	k__Bacteria (UID1452)	924	151	101	48	103	0	0	0	0	58.82	0.00	0.00
bin.216	k__Bacteria (UID203)	5449	104	58	97	7	0	0	0	0	10.34	0.00	0.00
bin.217	c__Deltaproteobacteria (UID3216)	83	247	155	8	226	12	1	0	0	96.11	5.02	80.00
bin.218	k__Bacteria (UID203)	5449	104	58	82	22	0	0	0	0	29.31	0.00	0.00
bin.219	k__Bacteria (UID1452)	924	151	101	37	112	2	0	0	0	67.82	1.98	50.00
bin.22	k__Bacteria (UID203)	5449	103	57	20	41	41	1	0	0	76.24	40.99	88.64
bin.220	c__Deltaproteobacteria (UID3216)	83	247	155	20	224	3	0	0	0	98.06	1.31	33.33
bin.221	k__Bacteria (UID203)	5449	104	58	17	87	0	0	0	0	73.56	0.00	0.00
bin.222	k__Bacteria (UID2495)	2993	143	89	100	43	0	0	0	0	26.52	0.00	0.00
bin.223	k__Bacteria (UID1452)	924	161	108	88	73	0	0	0	0	29.08	0.00	0.00
bin.224	k__Bacteria (UID203)	5449	103	58	10	34	57	1	1	0	84.48	66.38	9.09
bin.225	k__Bacteria (UID3187)	2258	188	117	109	69	7	3	0	0	42.22	7.03	0.00
bin.226	k__Bacteria (UID1452)	924	151	101	49	93	9	0	0	0	56.93	4.94	33.33
bin.227	k__Bacteria (UID1452)	924	160	109	26	133	1	0	0	0	78.90	0.92	0.00
bin.228	c__Betaproteobacteria (UID3959)	235	419	211	55	349	15	0	0	0	90.48	3.74	20.00
bin.229	k__Bacteria (UID203)	5449	104	58	30	67	7	0	0	0	74.93	7.37	0.00
bin.23	k__Bacteria (UID1452)	924	161	108	45	108	8	0	0	0	62.62	5.09	0.00
bin.230	k__Bacteria (UID2570)	433	270	179	0	267	3	0	0	0	100.00	1.68	33.33
bin.231	k__Bacteria (UID203)	5449	104	58	50	30	16	5	3	0	70.49	53.16	10.20
bin.232	k__Bacteria (UID1452)	924	151	101	28	122	1	0	0	0	74.75	0.09	100.00
bin.233	c__Alphaproteobacteria (UID3305)	564	345	226	30	303	12	0	0	0	91.14	4.00	25.00
bin.234	k__Bacteria (UID2565)	2921	141	86	26	109	6	0	0	0	81.30	6.40	16.67
bin.235	k__Bacteria (UID1452)	924	163	110	112	49	2	0	0	0	31.32	1.36	0.00
bin.236	k__Bacteria (UID2565)	2921	152	93	114	38	0	0	0	0	23.17	0.00	0.00
bin.237	k__Bacteria (UID203)	5449	103	57	90	13	0	0	0	0	18.42	0.00	0.00
bin.238	k__Bacteria (UID1452)	924	151	101	30	121	0	0	0	0	73.10	0.00	0.00
bin.239	k__Bacteria (UID203)	5449	104	58	12	46	40	5	1	0	83.46	41.58	34.43
bin.24	k__Bacteria (UID1452)	924	151	101	31	120	0	0	0	0	72.77	0.00	0.00
bin.240	k__Bacteria (UID1452)	924	151	101	65	82	4	0	0	0	49.30	3.14	0.00
bin.241	k__Bacteria (UID1452)	924	151	101	52	98	1	0	0	0	55.36	0.09	100.00
bin.242	k__Bacteria (UID2495)	2993	147	91	17	127	3	0	0	0	86.26	1.26	0.00
bin.243	k__Archaea (UID2)	207	149	107	19	15	106	8	1	0	84.58	84.12	11.03
bin.244	root (UID1)	5656	56	24	0	0	0	0	0	56	100.00	14704.11	0.76
bin.245	k__Bacteria (UID2982)	88	230	148	8	220	2	0	0	0	95.92	1.01	0.00
bin.246	p__Euryarchaeota (UID49)	95	228	153	51	170	7	0	0	0	90.87	3.59	57.14
bin.247	k__Bacteria (UID1453)	901	171	117	48	93	26	4	0	0	65.50	21.54	18.42
bin.248	k__Bacteria (UID2495)	2993	143	89	30	108	5	0	0	0	71.18	2.45	0.00
bin.249	k__Bacteria (UID2495)	2993	141	87	35	103	3	0	0	0	90.24	0.87	33.33
bin.25	k__Bacteria (UID2570)	433	270	179	7	173	73	15	2	0	96.09	41.82	63.08
bin.250	p__Euryarchaeota (UID49)	95	228	153	11	215	2	0	0	0	94.44	0.82	50.00
bin.251	o__Rhizobiales (UID3447)	356	413	248	155	192	55	10	1	0	63.87	19.36	1.10
bin.252	k__Bacteria (UID203)	5449	104	58	84	20	0	0	0	0	24.61	0.00	0.00
bin.253	k__Bacteria (UID203)	5449	104	58	16	84	4	0	0	0	75.71	6.03	0.00
bin.254	k__Bacteria (UID203)	5449	104	58	17	87	0	0	0	0	75.55	0.00	0.00
bin.255	k__Bacteria (UID3187)	2258	188	117	10	170	8	0	0	0	95.45	5.98	0.00
bin.256	k__Bacteria (UID203)	5449	104	58	14	90	0	0	0	0	80.30	0.00	0.00
bin.257	k__Bacteria (UID203)	5449	104	58	15	88	1	0	0	0	77.43	1.72	0.00
bin.258	k__Bacteria (UID1452)	924	151	101	35	116	0	0	0	0	70.37	0.00	0.00
bin.259	k__Bacteria (UID1452)	924	151	101	31	120	0	0	0	0	73.27	0.00	0.00
bin.26	k__Bacteria (UID1453)	901	171	117	57	114	0	0	0	0	55.91	0.00	0.00
bin.260	k__Bacteria (UID1452)	924	161	108	26	134	0	1	0	0	78.70	0.93	100.00
bin.261	k__Bacteria (UID203)	5449	103	57	93	10	0	0	0	0	12.98	0.00	0.00
bin.262	k__Bacteria (UID203)	5449	104	58	18	14	32	34	5	1	75.39	118.89	25.86
bin.263	k__Bacteria (UID2570)	433	273	183	76	188	9	0	0	0	67.50	2.66	22.22
bin.264	k__Bacteria (UID2495)	2993	143	89	54	80	9	0	0	0	66.96	7.12	0.00
bin.265	k__Bacteria (UID2495)	2993	143	89	17	125	1	0	0	0	83.04	1.12	0.00
bin.266	k__Bacteria (UID1452)	924	151	101	32	119	0	0	0	0	71.78	0.00	0.00
bin.267	k__Bacteria (UID203)	5449	104	58	92	12	0	0	0	0	20.69	0.00	0.00
bin.268	k__Archaea (UID2)	207	149	107	134	15	0	0	0	0	2.11	0.00	0.00
bin.269	c__Deltaproteobacteria (UID3216)	83	247	155	169	73	5	0	0	0	31.74	1.68	20.00
bin.27	k__Archaea (UID2)	207	149	107	52	80	13	4	0	0	61.07	10.26	0.00
bin.270	k__Bacteria (UID2495)	2993	143	89	51	92	0	0	0	0	59.98	0.00	0.00
bin.271	k__Bacteria (UID1453)	901	171	117	67	100	4	0	0	0	55.67	1.62	100.00
bin.272	k__Bacteria (UID203)	5449	104	58	88	15	1	0	0	0	22.99	1.72	100.00
bin.273	k__Archaea (UID2)	207	149	107	137	12	0	0	0	0	1.10	0.00	0.00
bin.274	k__Bacteria (UID1452)	924	151	101	47	99	5	0	0	0	60.00	4.16	60.00
bin.275	k__Bacteria (UID2495)	2993	143	89	34	101	8	0	0	0	71.67	6.74	87.50
bin.276	k__Bacteria (UID203)	5449	104	58	85	19	0	0	0	0	25.31	0.00	0.00
bin.277	k__Bacteria (UID1452)	924	161	108	43	112	6	0	0	0	64.81	3.73	66.67
bin.278	k__Bacteria (UID1452)	924	151	101	40	110	1	0	0	0	67.57	0.99	0.00
bin.279	k__Bacteria (UID203)	5449	104	58	4	52	44	3	1	0	93.97	58.55	0.00
bin.28	k__Bacteria (UID1453)	901	171	117	75	87	9	0	0	0	48.78	6.49	77.78
bin.280	k__Bacteria (UID203)	5449	104	58	60	44	0	0	0	0	62.93	0.00	0.00
bin.281	k__Bacteria (UID203)	5449	100	55	5	2	3	3	17	70	92.12	331.38	12.14
bin.282	k__Bacteria (UID203)	5449	104	58	0	9	42	23	25	5	100.00	195.77	60.13
bin.283	k__Bacteria (UID2565)	2921	152	93	64	86	1	1	0	0	78.41	3.23	0.00
bin.284	k__Bacteria (UID1452)	924	151	101	39	112	0	0	0	0	65.35	0.00	0.00
bin.285	k__Bacteria (UID1452)	924	161	108	40	120	1	0	0	0	68.52	0.93	0.00
bin.286	k__Bacteria (UID1452)	924	161	108	37	124	0	0	0	0	71.77	0.00	0.00
bin.287	k__Bacteria (UID2565)	2921	143	88	2	140	1	0	0	0	98.64	1.14	0.00
bin.288	k__Bacteria (UID203)	5449	104	58	57	41	5	1	0	0	42.06	7.76	0.00
bin.289	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
bin.29	k__Bacteria (UID203)	5449	104	58	4	99	1	0	0	0	93.97	1.72	0.00
bin.290	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
bin.291	k__Bacteria (UID1452)	924	161	108	37	123	1	0	0	0	70.83	0.93	0.00
bin.292	k__Bacteria (UID1452)	924	151	101	76	71	4	0	0	0	38.48	2.38	0.00
bin.293	k__Bacteria (UID1452)	924	161	108	57	92	11	1	0	0	55.19	5.81	64.29
bin.294	k__Bacteria (UID203)	5449	100	55	94	6	0	0	0	0	10.91	0.00	0.00
bin.295	k__Bacteria (UID1452)	924	151	101	80	71	0	0	0	0	33.38	0.00	0.00
bin.296	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.00	0.00
bin.297	k__Bacteria (UID2495)	2993	141	87	56	81	4	0	0	0	65.78	2.68	25.00
bin.298	k__Bacteria (UID2565)	2921	142	87	80	54	8	0	0	0	34.95	6.39	0.00
bin.299	k__Bacteria (UID1453)	901	171	117	76	82	12	1	0	0	47.35	8.13	66.67
bin.3	k__Bacteria (UID203)	5449	100	55	4	21	46	22	6	1	92.73	100.73	25.95
bin.30	k__Bacteria (UID1452)	924	161	108	41	119	1	0	0	0	66.74	0.93	0.00
bin.300	root (UID1)	5656	56	24	5	2	49	0	0	0	82.87	74.54	91.84
bin.301	k__Bacteria (UID203)	5449	104	58	23	16	27	24	11	3	95.41	171.14	75.00
bin.302	k__Bacteria (UID203)	5449	104	58	0	22	65	15	2	0	100.00	97.59	47.54
bin.303	k__Bacteria (UID203)	5449	100	55	61	30	8	1	0	0	59.09	16.36	36.36
bin.304	k__Bacteria (UID203)	5449	104	58	42	53	9	0	0	0	58.45	5.25	33.33
bin.305	k__Bacteria (UID203)	5449	100	55	41	28	25	5	1	0	66.46	37.36	23.91
bin.306	k__Bacteria (UID2329)	174	149	89	47	95	7	0	0	0	59.44	3.93	0.00
bin.307	k__Bacteria (UID203)	5449	103	57	15	63	16	9	0	0	83.57	40.19	69.77
bin.308	k__Bacteria (UID203)	5449	104	58	4	17	36	22	11	14	94.83	155.80	9.88
bin.309	o__Rhodospirillales (UID3754)	63	336	201	174	149	12	1	0	0	52.73	2.28	26.67
bin.31	k__Bacteria (UID2495)	2993	143	89	19	122	2	0	0	0	90.74	1.50	0.00
bin.310	k__Bacteria (UID2569)	434	278	186	95	172	11	0	0	0	76.21	4.75	0.00
bin.311	k__Bacteria (UID203)	5449	100	55	13	57	30	0	0	0	78.93	13.80	3.33
bin.312	k__Bacteria (UID1453)	901	171	117	86	81	4	0	0	0	46.42	1.36	50.00
bin.313	c__Betaproteobacteria (UID3959)	235	418	210	18	390	10	0	0	0	93.99	2.42	70.00
bin.314	k__Archaea (UID2)	207	149	107	78	69	2	0	0	0	55.61	1.87	0.00
bin.315	k__Bacteria (UID203)	5449	100	55	9	11	53	26	1	0	89.67	116.91	43.80
bin.316	k__Bacteria (UID1452)	924	151	101	38	113	0	0	0	0	66.34	0.00	0.00
bin.317	k__Bacteria (UID1452)	924	161	108	10	147	4	0	0	0	95.41	3.24	25.00
bin.318	k__Bacteria (UID203)	5449	103	57	0	38	32	21	8	4	100.00	165.15	55.19
bin.319	k__Bacteria (UID2565)	2921	143	88	53	82	8	0	0	0	76.51	5.31	25.00
bin.32	k__Bacteria (UID1452)	924	161	108	14	145	2	0	0	0	94.19	1.39	50.00
bin.320	k__Bacteria (UID203)	5449	100	55	84	16	0	0	0	0	19.07	0.00	0.00
bin.321	k__Bacteria (UID203)	5449	104	58	0	34	54	14	2	0	100.00	102.16	44.44
bin.322	k__Bacteria (UID203)	5449	104	58	3	59	35	6	0	1	94.83	53.53	35.29
bin.323	k__Bacteria (UID203)	5449	103	58	10	30	59	2	2	0	92.24	70.74	1.30
bin.324	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.00	0.00
bin.325	k__Bacteria (UID203)	5449	100	55	87	13	0	0	0	0	19.27	0.00	0.00
bin.326	k__Bacteria (UID2495)	2993	143	89	74	57	12	0	0	0	44.01	5.57	58.33
bin.327	k__Bacteria (UID1452)	924	161	108	69	70	22	0	0	0	50.29	12.17	18.18
bin.328	k__Archaea (UID2)	207	149	107	31	116	2	0	0	0	78.98	1.40	0.00
bin.329	k__Bacteria (UID2495)	2993	143	89	20	122	1	0	0	0	91.76	1.12	0.00
bin.33	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.00	0.00
bin.330	c__Betaproteobacteria (UID3959)	235	418	210	7	405	6	0	0	0	97.94	1.75	50.00
bin.331	k__Bacteria (UID1452)	924	151	101	95	54	2	0	0	0	30.69	0.22	100.00
bin.332	k__Bacteria (UID203)	5449	103	57	92	11	0	0	0	0	4.78	0.00	0.00
bin.333	k__Bacteria (UID203)	5449	103	58	13	69	13	8	0	0	82.87	19.46	29.73
bin.334	k__Bacteria (UID203)	5449	103	57	21	49	29	4	0	0	75.33	39.30	2.44
bin.335	k__Bacteria (UID1452)	924	151	101	72	75	4	0	0	0	41.93	1.52	100.00
bin.336	k__Bacteria (UID203)	5449	104	58	56	24	14	10	0	0	67.57	55.17	25.00
bin.337	c__Gammaproteobacteria (UID4266)	1097	270	172	34	234	2	0	0	0	84.40	0.61	0.00
bin.338	k__Bacteria (UID203)	5449	103	57	19	43	34	7	0	0	71.61	54.63	7.27
bin.339	k__Bacteria (UID203)	5449	103	57	28	23	30	21	0	1	60.05	50.51	39.81
bin.34	k__Bacteria (UID203)	5449	104	58	20	84	0	0	0	0	71.24	0.00	0.00
bin.340	k__Bacteria (UID2570)	433	270	179	23	210	37	0	0	0	89.89	12.17	37.84
bin.341	c__Deltaproteobacteria (UID3216)	83	247	155	39	191	11	6	0	0	85.64	5.46	10.34
bin.342	k__Bacteria (UID203)	5449	104	58	1	59	44	0	0	0	99.66	23.35	93.18
bin.343	k__Bacteria (UID2495)	2993	142	88	12	119	10	1	0	0	88.64	8.37	15.38
bin.344	k__Bacteria (UID203)	5449	103	57	17	21	62	3	0	0	85.14	65.92	45.07
bin.345	c__Spirochaetia (UID2496)	72	215	125	83	130	2	0	0	0	73.55	0.80	50.00
bin.346	k__Bacteria (UID1452)	924	151	101	29	118	3	1	0	0	76.72	2.67	16.67
bin.347	c__Gammaproteobacteria (UID4202)	67	481	276	65	382	34	0	0	0	88.91	8.16	8.82
bin.348	k__Bacteria (UID2570)	433	273	183	58	212	3	0	0	0	77.87	1.28	66.67
bin.349	k__Archaea (UID2)	207	149	107	44	101	4	0	0	0	72.11	2.34	0.00
bin.35	k__Bacteria (UID2982)	88	230	148	55	110	51	12	2	0	87.35	40.86	55.56
bin.350	k__Bacteria (UID2569)	434	278	186	3	270	5	0	0	0	98.39	2.42	0.00
bin.351	k__Bacteria (UID1452)	924	151	101	41	87	23	0	0	0	61.88	15.59	39.13
