Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
maxbinned_coassembly.fa.048	k__Bacteria (UID203)	5449	104	58	37	37	21	7	2	0	54.39	26.38	0.00
maxbinned_coassembly.fa.049	k__Bacteria (UID1452)	924	163	110	35	119	9	0	0	0	85.51	7.00	0.00
maxbinned_coassembly.fa.050	k__Archaea (UID2)	207	145	103	12	121	12	0	0	0	92.16	11.65	83.33
maxbinned_coassembly.fa.051	k__Bacteria (UID2495)	2993	147	91	2	138	5	2	0	0	99.39	6.89	0.00
maxbinned_coassembly.fa.052	k__Bacteria (UID2495)	2993	147	91	50	80	10	6	1	0	67.64	16.12	0.00
maxbinned_coassembly.fa.053	k__Bacteria (UID1452)	924	163	110	64	59	28	10	2	0	66.68	37.70	0.00
maxbinned_coassembly.fa.054	k__Bacteria (UID2570)	433	270	179	25	224	17	4	0	0	93.37	5.49	6.90
maxbinned_coassembly.fa.055	k__Bacteria (UID203)	5449	104	58	78	25	1	0	0	0	23.28	0.86	0.00
maxbinned_coassembly.fa.056	c__Betaproteobacteria (UID3959)	235	419	211	7	398	14	0	0	0	97.16	1.79	14.29
maxbinned_coassembly.fa.057	k__Bacteria (UID2495)	2993	141	87	12	126	3	0	0	0	93.51	0.87	33.33
maxbinned_coassembly.fa.058	c__Deltaproteobacteria (UID3216)	83	247	155	44	165	35	3	0	0	78.20	14.59	4.55
maxbinned_coassembly.fa.059	k__Bacteria (UID2570)	433	270	179	0	267	3	0	0	0	100.00	1.68	33.33
maxbinned_coassembly.fa.060	k__Bacteria (UID1452)	924	161	108	88	68	5	0	0	0	42.12	2.19	0.00
maxbinned_coassembly.fa.061	c__Deltaproteobacteria (UID3216)	83	247	155	74	149	24	0	0	0	68.75	9.85	4.17
maxbinned_coassembly.fa.062	k__Bacteria (UID203)	5449	104	58	10	42	29	14	6	3	86.76	105.90	1.41
maxbinned_coassembly.fa.063	k__Bacteria (UID203)	5449	104	58	51	41	11	1	0	0	68.35	19.83	7.14
maxbinned_coassembly.fa.064	k__Bacteria (UID203)	5449	104	58	10	45	34	13	2	0	89.89	52.44	0.00
maxbinned_coassembly.fa.065	c__Deltaproteobacteria (UID3216)	83	247	155	11	211	23	2	0	0	93.98	8.97	27.59
maxbinned_coassembly.fa.066	k__Bacteria (UID3187)	2258	188	117	97	65	15	10	1	0	44.18	17.63	0.00
maxbinned_coassembly.fa.067	k__Bacteria (UID1452)	924	163	110	12	139	11	1	0	0	91.36	10.26	0.00
maxbinned_coassembly.fa.068	k__Bacteria (UID203)	5449	104	58	20	56	23	4	1	0	75.02	27.51	19.51
maxbinned_coassembly.fa.069	k__Bacteria (UID203)	5449	104	58	17	30	25	18	11	3	79.55	88.10	0.00
maxbinned_coassembly.fa.070	k__Bacteria (UID2570)	433	270	179	71	131	52	11	5	0	76.67	31.53	0.87
maxbinned_coassembly.fa.071	p__Euryarchaeota (UID3)	148	188	125	1	185	2	0	0	0	99.20	1.60	0.00
maxbinned_coassembly.fa.072	k__Archaea (UID2)	207	149	107	106	36	6	0	1	0	36.45	7.94	41.67
maxbinned_coassembly.fa.073	k__Archaea (UID2)	207	149	107	114	21	5	3	4	2	18.39	5.99	0.00
maxbinned_coassembly.fa.074	k__Bacteria (UID1452)	924	161	108	102	42	14	2	1	0	26.66	9.96	15.38
maxbinned_coassembly.fa.075	p__Euryarchaeota (UID3)	148	188	125	46	113	21	7	1	0	90.33	28.93	56.25
maxbinned_coassembly.fa.076	k__Bacteria (UID203)	5449	103	58	34	43	14	7	4	1	60.11	18.79	0.00
maxbinned_coassembly.fa.077	k__Bacteria (UID203)	5449	104	58	3	56	41	4	0	0	96.55	20.34	5.66
maxbinned_coassembly.fa.078	k__Bacteria (UID203)	5449	104	58	16	49	32	7	0	0	87.87	52.95	9.43
maxbinned_coassembly.fa.079	k__Bacteria (UID203)	5449	104	58	65	34	4	1	0	0	25.65	5.34	0.00
maxbinned_coassembly.fa.080	k__Bacteria (UID203)	5449	100	55	8	64	27	1	0	0	88.48	22.10	0.00
maxbinned_coassembly.fa.081	c__Deltaproteobacteria (UID3216)	83	247	155	16	221	10	0	0	0	93.26	4.43	40.00
maxbinned_coassembly.fa.082	k__Bacteria (UID203)	5449	104	58	21	39	32	7	5	0	65.52	38.74	46.99
maxbinned_coassembly.fa.083	k__Bacteria (UID3187)	2258	188	117	10	173	5	0	0	0	95.45	4.27	0.00
maxbinned_coassembly.fa.084	k__Bacteria (UID203)	5449	104	58	70	34	0	0	0	0	50.86	0.00	0.00
maxbinned_coassembly.fa.085	k__Bacteria (UID203)	5449	100	55	70	29	1	0	0	0	41.82	1.82	100.00
maxbinned_coassembly.fa.086	k__Bacteria (UID1452)	924	161	108	50	97	13	1	0	0	71.67	10.65	25.00
maxbinned_coassembly.fa.087	k__Bacteria (UID203)	5449	104	58	51	30	9	12	1	1	41.38	16.46	3.28
maxbinned_coassembly.fa.088	k__Bacteria (UID203)	5449	103	57	14	52	12	19	6	0	81.42	39.10	14.29
maxbinned_coassembly.fa.089	k__Bacteria (UID1453)	901	171	117	81	56	29	5	0	0	54.68	24.13	0.00
maxbinned_coassembly.fa.090	k__Archaea (UID2)	207	149	107	71	55	12	9	2	0	48.39	14.71	11.76
maxbinned_coassembly.fa.091	p__Bacteroidetes (UID2605)	350	316	210	35	252	28	1	0	0	86.41	10.32	9.68
maxbinned_coassembly.fa.092	k__Bacteria (UID203)	5449	104	58	38	36	28	2	0	0	60.89	24.17	52.94
maxbinned_coassembly.fa.093	p__Actinobacteria (UID1454)	732	206	120	48	137	19	2	0	0	78.44	11.65	4.00
maxbinned_coassembly.fa.094	k__Bacteria (UID203)	5449	104	58	39	49	15	1	0	0	59.44	13.87	61.11
maxbinned_coassembly.fa.095	k__Bacteria (UID3187)	2258	188	117	12	153	21	2	0	0	95.11	12.79	3.70
maxbinned_coassembly.fa.096	k__Bacteria (UID203)	5449	104	58	51	20	9	4	3	17	32.52	60.21	4.88
maxbinned_coassembly.fa.097	k__Bacteria (UID1452)	924	161	108	34	116	11	0	0	0	76.82	6.58	0.00
maxbinned_coassembly.fa.098	k__Bacteria (UID203)	5449	104	58	81	10	2	0	0	11	18.10	12.15	12.21
maxbinned_coassembly.fa.099	k__Bacteria (UID203)	5449	104	58	74	12	6	4	1	7	17.14	14.44	3.03
maxbinned_coassembly.fa.100	k__Bacteria (UID2570)	433	270	179	172	87	11	0	0	0	32.92	2.81	0.00
maxbinned_coassembly.fa.101	k__Bacteria (UID2495)	2993	141	87	1	134	6	0	0	0	98.85	2.23	0.00
maxbinned_coassembly.fa.102	p__Bacteroidetes (UID2605)	350	316	210	1	310	5	0	0	0	99.52	1.35	0.00
maxbinned_coassembly.fa.103	k__Bacteria (UID203)	5449	104	58	49	19	15	10	5	6	28.13	27.23	7.41
maxbinned_coassembly.fa.104	root (UID1)	5656	56	24	53	2	1	0	0	0	12.50	4.17	0.00
maxbinned_coassembly.fa.105	k__Bacteria (UID2495)	2993	147	91	7	128	12	0	0	0	94.69	3.61	0.00
maxbinned_coassembly.fa.106	k__Bacteria (UID203)	5449	104	58	18	49	32	4	1	0	74.14	30.09	0.00
maxbinned_coassembly.fa.107	k__Bacteria (UID1452)	924	151	101	45	105	1	0	0	0	59.90	0.99	0.00
maxbinned_coassembly.fa.108	c__Gammaproteobacteria (UID4274)	112	577	287	384	183	9	1	0	0	35.34	1.68	0.00
maxbinned_coassembly.fa.109	k__Bacteria (UID203)	5449	104	58	91	8	2	2	1	0	4.01	2.82	14.29
maxbinned_coassembly.fa.110	k__Bacteria (UID203)	5449	103	57	39	33	11	7	8	5	46.41	37.67	0.74
maxbinned_coassembly.fa.111	k__Bacteria (UID203)	5449	104	58	44	34	21	2	3	0	48.98	13.30	0.00
maxbinned_coassembly.fa.112	k__Bacteria (UID203)	5449	104	58	23	46	32	3	0	0	71.47	38.36	56.10
maxbinned_coassembly.fa.113	k__Bacteria (UID203)	5449	104	58	92	10	2	0	0	0	5.56	0.31	100.00
maxbinned_coassembly.fa.114	k__Bacteria (UID203)	5449	104	58	48	37	13	5	1	0	41.54	22.05	11.76
maxbinned_coassembly.fa.115	k__Bacteria (UID203)	5449	104	58	85	10	7	2	0	0	29.31	18.10	23.08
maxbinned_coassembly.fa.116	k__Bacteria (UID1453)	901	171	117	56	81	28	6	0	0	61.54	18.19	2.17
maxbinned_coassembly.fa.117	k__Bacteria (UID203)	5449	104	58	13	54	33	4	0	0	82.60	35.09	15.56
maxbinned_coassembly.fa.118	k__Bacteria (UID203)	5449	104	58	80	15	8	1	0	0	18.32	4.26	18.18
maxbinned_coassembly.fa.119	k__Bacteria (UID1452)	924	163	110	51	97	13	2	0	0	65.02	14.55	0.00
maxbinned_coassembly.fa.120	k__Bacteria (UID203)	5449	104	58	87	16	0	1	0	0	20.30	0.31	0.00
maxbinned_coassembly.fa.121	k__Bacteria (UID203)	5449	103	57	33	43	20	5	2	0	54.20	13.15	2.13
maxbinned_coassembly.fa.122	k__Bacteria (UID203)	5449	104	58	23	40	22	8	6	5	70.53	44.27	4.55
maxbinned_coassembly.fa.123	k__Bacteria (UID2495)	2993	143	89	93	48	2	0	0	0	29.73	1.12	0.00
maxbinned_coassembly.fa.124	c__Betaproteobacteria (UID3959)	235	419	211	59	336	24	0	0	0	91.67	7.10	12.50
maxbinned_coassembly.fa.125	k__Bacteria (UID203)	5449	104	58	88	13	3	0	0	0	6.39	1.03	0.00
maxbinned_coassembly.fa.126	k__Bacteria (UID1452)	924	161	108	5	142	14	0	0	0	95.83	7.36	7.14
maxbinned_coassembly.fa.127	p__Euryarchaeota (UID49)	95	228	153	55	139	29	5	0	0	77.64	14.31	36.36
maxbinned_coassembly.fa.128	c__Deltaproteobacteria (UID3217)	62	280	168	63	211	6	0	0	0	91.54	2.98	0.00
maxbinned_coassembly.fa.129	k__Bacteria (UID203)	5449	104	58	38	50	12	3	0	1	54.25	14.81	3.23
maxbinned_coassembly.fa.130	k__Bacteria (UID2495)	2993	141	87	49	91	1	0	0	0	81.76	1.15	0.00
maxbinned_coassembly.fa.131	c__Gammaproteobacteria (UID4274)	112	575	286	16	514	45	0	0	0	95.37	8.18	66.67
maxbinned_coassembly.fa.132	k__Bacteria (UID203)	5449	104	58	7	50	45	2	0	0	89.66	39.73	31.37
maxbinned_coassembly.fa.133	k__Bacteria (UID2982)	88	230	148	130	99	1	0	0	0	33.07	0.03	0.00
maxbinned_coassembly.fa.134	k__Bacteria (UID203)	5449	104	58	7	58	32	3	4	0	97.34	51.94	44.62
maxbinned_coassembly.fa.135	k__Bacteria (UID203)	5449	104	58	10	42	43	9	0	0	87.36	39.53	15.71
maxbinned_coassembly.fa.136	c__Alphaproteobacteria (UID3305)	564	345	226	71	231	40	3	0	0	83.15	14.84	4.08
maxbinned_coassembly.fa.137	o__Rhizobiales (UID3654)	92	478	316	371	101	6	0	0	0	21.05	1.04	50.00
maxbinned_coassembly.fa.138	p__Firmicutes (UID1022)	100	295	158	155	116	22	2	0	0	46.99	8.01	0.00
maxbinned_coassembly.fa.139	k__Bacteria (UID203)	5449	104	58	37	44	22	1	0	0	64.42	21.24	44.00
maxbinned_coassembly.fa.140	k__Bacteria (UID203)	5449	104	58	71	20	8	5	0	0	46.55	24.14	4.35
maxbinned_coassembly.fa.141	k__Bacteria (UID203)	5449	104	58	30	40	24	9	1	0	81.61	54.31	0.00
maxbinned_coassembly.fa.142	k__Bacteria (UID203)	5449	104	58	64	25	12	3	0	0	53.04	29.31	9.52
maxbinned_coassembly.fa.143	k__Bacteria (UID203)	5449	103	57	34	33	27	7	2	0	69.35	49.69	1.67
maxbinned_coassembly.fa.144	c__Gammaproteobacteria (UID4274)	112	575	289	239	235	86	15	0	0	59.79	23.01	12.21
maxbinned_coassembly.fa.145	o__Rhizobiales (UID3447)	356	413	248	161	196	47	6	3	0	61.79	15.12	1.20
maxbinned_coassembly.fa.146	k__Bacteria (UID203)	5449	104	58	1	82	21	0	0	0	98.28	12.54	23.81
maxbinned_coassembly.fa.147	k__Bacteria (UID3187)	2258	188	117	0	184	4	0	0	0	100.00	1.93	25.00
maxbinned_coassembly.fa.148	c__Betaproteobacteria (UID3971)	223	425	211	31	346	42	5	1	0	91.90	11.48	30.16
maxbinned_coassembly.fa.149	p__Bacteroidetes (UID2605)	350	316	210	35	245	33	3	0	0	93.81	10.68	0.00
maxbinned_coassembly.fa.150	o__Clostridiales (UID1212)	172	263	149	25	226	12	0	0	0	87.47	4.59	75.00
maxbinned_coassembly.fa.151	k__Bacteria (UID203)	5449	103	57	75	22	6	0	0	0	42.28	7.37	0.00
maxbinned_coassembly.fa.152	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
maxbinned_coassembly.fa.153	k__Bacteria (UID203)	5449	104	58	42	35	19	4	3	1	61.82	40.75	1.69
maxbinned_coassembly.fa.154	k__Bacteria (UID203)	5449	104	58	24	50	27	3	0	0	77.55	26.50	30.56
maxbinned_coassembly.fa.155	k__Bacteria (UID3187)	2258	188	117	147	37	4	0	0	0	10.47	1.07	25.00
maxbinned_coassembly.fa.156	k__Bacteria (UID203)	5449	104	58	38	40	13	10	2	1	59.33	38.59	7.69
maxbinned_coassembly.fa.157	k__Bacteria (UID1452)	924	151	101	46	105	0	0	0	0	58.91	0.00	0.00
maxbinned_coassembly.fa.158	k__Bacteria (UID203)	5449	104	58	70	27	7	0	0	0	49.09	10.34	0.00
maxbinned_coassembly.fa.159	c__Gammaproteobacteria (UID4274)	112	581	290	318	256	7	0	0	0	47.69	1.78	14.29
maxbinned_coassembly.fa.160	o__Rhizobiales (UID3654)	92	481	319	247	229	5	0	0	0	47.27	1.03	0.00
maxbinned_coassembly.fa.161	k__Bacteria (UID1452)	924	163	110	21	126	14	1	1	0	85.16	8.36	34.78
maxbinned_coassembly.fa.162	k__Bacteria (UID203)	5449	103	57	61	40	2	0	0	0	62.62	1.75	0.00
maxbinned_coassembly.fa.163	k__Bacteria (UID3060)	138	338	246	235	100	2	1	0	0	32.55	1.42	60.00
maxbinned_coassembly.fa.164	k__Bacteria (UID3187)	2258	188	117	81	75	28	4	0	0	65.48	23.99	0.00
maxbinned_coassembly.fa.165	k__Bacteria (UID203)	5449	104	58	63	20	17	3	1	0	58.10	38.79	9.38
maxbinned_coassembly.fa.166	k__Bacteria (UID203)	5449	104	58	0	78	21	4	1	0	100.00	16.52	10.26
maxbinned_coassembly.fa.167	c__Deltaproteobacteria (UID3216)	83	247	155	1	225	20	1	0	0	99.35	5.81	60.87
maxbinned_coassembly.fa.168	k__Bacteria (UID3187)	2258	190	119	93	78	18	1	0	0	42.22	5.95	42.86
maxbinned_coassembly.fa.169	c__Deltaproteobacteria (UID3216)	83	247	155	8	211	24	3	1	0	98.35	17.37	7.69
maxbinned_coassembly.fa.170	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
maxbinned_coassembly.fa.171	k__Bacteria (UID203)	5449	104	58	39	38	15	9	2	1	64.58	31.19	1.56
maxbinned_coassembly.fa.172	k__Archaea (UID2)	207	145	103	0	141	3	1	0	0	100.00	3.96	16.67
maxbinned_coassembly.fa.173	k__Bacteria (UID203)	5449	104	58	35	32	29	8	0	0	67.29	47.18	0.00
maxbinned_coassembly.fa.174	k__Bacteria (UID2982)	88	230	148	100	120	10	0	0	0	65.62	5.28	10.00
maxbinned_coassembly.fa.175	p__Euryarchaeota (UID49)	95	228	153	151	77	0	0	0	0	24.58	0.00	0.00
maxbinned_coassembly.fa.176	k__Bacteria (UID203)	5449	103	57	56	27	17	3	0	0	36.84	10.13	0.00
maxbinned_coassembly.fa.177	k__Bacteria (UID3187)	2258	188	117	16	113	46	10	2	1	91.85	41.97	1.02
maxbinned_coassembly.fa.178	k__Bacteria (UID203)	5449	104	58	45	26	26	7	0	0	73.68	58.10	53.19
maxbinned_coassembly.fa.179	k__Bacteria (UID203)	5449	104	58	68	34	1	1	0	0	46.19	5.17	0.00
maxbinned_coassembly.fa.180	k__Bacteria (UID3187)	2258	188	117	99	67	20	2	0	0	59.29	15.03	3.85
maxbinned_coassembly.fa.181	k__Bacteria (UID3187)	2258	188	117	35	122	29	2	0	0	89.48	23.66	22.86
maxbinned_coassembly.fa.182	k__Bacteria (UID203)	5449	104	58	69	34	1	0	0	0	50.34	0.86	100.00
maxbinned_coassembly.fa.183	k__Bacteria (UID2565)	2921	152	93	97	40	7	2	3	3	25.37	10.18	0.00
maxbinned_coassembly.fa.184	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
maxbinned_coassembly.fa.185	c__Gammaproteobacteria (UID4267)	119	544	284	69	308	132	33	2	0	85.14	39.19	5.35
maxbinned_coassembly.fa.186	k__Bacteria (UID203)	5449	104	58	79	20	5	0	0	0	36.21	7.76	80.00
maxbinned_coassembly.fa.187	k__Bacteria (UID3187)	2258	188	117	132	55	1	0	0	0	27.30	0.85	0.00
maxbinned_coassembly.fa.188	c__Betaproteobacteria (UID3959)	235	418	210	29	377	12	0	0	0	91.67	3.41	91.67
maxbinned_coassembly.fa.189	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
maxbinned_coassembly.fa.190	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
maxbinned_coassembly.fa.191	k__Bacteria (UID203)	5449	100	55	82	16	2	0	0	0	15.87	1.82	0.00
maxbinned_coassembly.fa.192	k__Bacteria (UID203)	5449	104	58	74	23	5	2	0	0	36.34	14.66	27.27
maxbinned_coassembly.fa.193	k__Bacteria (UID203)	5449	104	58	50	22	23	6	1	2	72.91	70.69	0.00
maxbinned_coassembly.fa.194	p__Firmicutes (UID1022)	100	295	158	1	285	9	0	0	0	99.37	4.08	22.22
maxbinned_coassembly.fa.195	k__Bacteria (UID203)	5449	104	58	38	43	14	4	1	4	42.63	15.57	1.14
maxbinned_coassembly.fa.196	k__Bacteria (UID2495)	2993	147	91	36	76	28	6	1	0	75.57	33.04	61.54
maxbinned_coassembly.fa.197	k__Bacteria (UID203)	5449	104	58	18	44	36	5	1	0	82.48	55.17	59.65
maxbinned_coassembly.fa.198	k__Bacteria (UID203)	5449	104	58	98	6	0	0	0	0	4.78	0.00	0.00
maxbinned_coassembly.fa.199	k__Bacteria (UID1452)	924	151	101	68	76	7	0	0	0	51.33	4.79	0.00
maxbinned_coassembly.fa.200	k__Bacteria (UID203)	5449	100	55	30	27	10	16	7	10	56.78	44.29	3.25
maxbinned_coassembly.fa.201	k__Bacteria (UID203)	5449	104	58	46	27	12	9	2	8	36.18	24.48	1.97
maxbinned_coassembly.fa.202	k__Bacteria (UID203)	5449	104	58	95	7	1	0	1	0	13.95	6.90	0.00
maxbinned_coassembly.fa.203	k__Bacteria (UID203)	5449	100	55	74	26	0	0	0	0	35.07	0.00	0.00
maxbinned_coassembly.fa.204	k__Bacteria (UID2329)	174	149	89	94	36	19	0	0	0	34.03	14.26	15.79
maxbinned_coassembly.fa.205	c__Deltaproteobacteria (UID3217)	62	280	168	2	274	4	0	0	0	98.81	1.82	25.00
maxbinned_coassembly.fa.206	k__Bacteria (UID203)	5449	104	58	80	10	13	0	1	0	39.66	26.72	42.11
maxbinned_coassembly.fa.207	k__Bacteria (UID2495)	2993	143	89	89	46	8	0	0	0	36.81	4.32	0.00
maxbinned_coassembly.fa.208	k__Bacteria (UID203)	5449	104	58	61	25	7	7	4	0	26.80	8.34	5.77
maxbinned_coassembly.fa.209	k__Bacteria (UID3187)	2258	188	117	11	167	9	1	0	0	92.14	5.13	0.00
maxbinned_coassembly.fa.210	c__Betaproteobacteria (UID3959)	235	418	210	4	384	29	1	0	0	98.41	6.80	18.75
maxbinned_coassembly.fa.211	f__Rhodocyclaceae (UID3972)	30	540	241	58	307	171	4	0	0	91.88	33.85	66.67
maxbinned_coassembly.fa.212	k__Bacteria (UID203)	5449	104	58	13	39	37	14	1	0	79.60	63.90	4.71
maxbinned_coassembly.fa.213	k__Bacteria (UID203)	5449	104	58	91	12	1	0	0	0	17.55	0.86	0.00
maxbinned_coassembly.fa.214	k__Bacteria (UID203)	5449	104	58	38	25	16	9	8	8	46.94	42.01	0.50
maxbinned_coassembly.fa.215	k__Bacteria (UID203)	5449	103	57	49	34	15	1	4	0	39.69	11.32	11.90
maxbinned_coassembly.fa.216	k__Bacteria (UID203)	5449	104	58	88	10	5	1	0	0	23.28	10.34	25.00
maxbinned_coassembly.fa.217	k__Bacteria (UID2570)	433	273	183	17	208	45	2	0	1	94.99	20.02	1.52
maxbinned_coassembly.fa.218	c__Betaproteobacteria (UID3959)	235	419	211	153	156	95	15	0	0	66.09	33.11	32.86
maxbinned_coassembly.fa.219	k__Bacteria (UID3187)	2258	188	117	8	141	34	5	0	0	93.16	20.52	6.12
maxbinned_coassembly.fa.220	k__Bacteria (UID203)	5449	104	58	86	16	2	0	0	0	20.45	1.02	0.00
maxbinned_coassembly.fa.221	c__Betaproteobacteria (UID3971)	223	425	211	340	75	8	1	1	0	15.70	3.72	5.88
maxbinned_coassembly.fa.222	c__Deltaproteobacteria (UID3217)	62	280	168	169	93	16	1	1	0	39.57	9.08	0.00
maxbinned_coassembly.fa.223	k__Bacteria (UID203)	5449	104	58	20	64	17	3	0	0	68.81	5.88	15.38
maxbinned_coassembly.fa.224	k__Bacteria (UID203)	5449	103	57	1	86	16	0	0	0	98.25	4.15	0.00
maxbinned_coassembly.fa.225	k__Bacteria (UID203)	5449	104	58	12	61	26	4	1	0	83.75	34.03	13.64
maxbinned_coassembly.fa.226	k__Bacteria (UID2495)	2993	143	89	53	77	13	0	0	0	70.27	10.88	69.23
maxbinned_coassembly.fa.227	k__Bacteria (UID203)	5449	104	58	101	3	0	0	0	0	4.02	0.00	0.00
maxbinned_coassembly.fa.228	k__Bacteria (UID203)	5449	104	58	95	9	0	0	0	0	9.66	0.00	0.00
maxbinned_coassembly.fa.229	k__Bacteria (UID203)	5449	104	58	79	23	1	0	1	0	37.41	6.90	0.00
