Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
maxbinned_coassembly.fa.054	Bacteria	5449	104	58	14	81	6	3	0	0	92.55	5.56	6.67
maxbinned_coassembly.fa.055	Bacteria	5449	104	58	78	25	1	0	0	0	23.28	0.86	0.00
maxbinned_coassembly.fa.056	Bacteria	5449	104	58	2	101	1	0	0	0	98.28	0.34	0.00
maxbinned_coassembly.fa.057	Bacteria	5449	104	58	13	88	3	0	0	0	87.48	2.74	33.33
maxbinned_coassembly.fa.058	Bacteria	5449	104	58	14	72	16	2	0	0	78.97	14.73	4.55
maxbinned_coassembly.fa.059	Bacteria	5449	104	58	0	104	0	0	0	0	100.00	0.00	0.00
maxbinned_coassembly.fa.060	Bacteria	5449	104	58	50	50	4	0	0	0	47.51	3.09	0.00
maxbinned_coassembly.fa.061	Bacteria	5449	104	58	26	67	11	0	0	0	73.87	11.13	0.00
maxbinned_coassembly.fa.062	Bacteria	5449	104	58	10	42	29	14	6	3	86.76	105.90	1.41
maxbinned_coassembly.fa.063	Bacteria	5449	104	58	51	41	11	1	0	0	68.35	19.83	7.14
maxbinned_coassembly.fa.064	Bacteria	5449	104	58	10	45	34	13	2	0	89.89	52.44	0.00
maxbinned_coassembly.fa.065	Bacteria	5449	104	58	1	93	9	1	0	0	98.28	11.87	25.00
maxbinned_coassembly.fa.066	Bacteria	5449	104	58	53	31	10	9	1	0	44.41	23.75	0.00
maxbinned_coassembly.fa.067	Bacteria	5449	104	58	3	99	2	0	0	0	97.26	1.88	0.00
maxbinned_coassembly.fa.068	Bacteria	5449	104	58	20	56	23	4	1	0	75.02	27.51	19.51
maxbinned_coassembly.fa.069	Bacteria	5449	104	58	17	30	25	18	11	3	79.55	88.10	0.00
maxbinned_coassembly.fa.070	Bacteria	5449	104	58	33	45	16	7	3	0	74.76	27.79	1.82
maxbinned_coassembly.fa.071	Bacteria	5449	104	58	45	57	2	0	0	0	36.41	1.02	0.00
maxbinned_coassembly.fa.072	Bacteria	5449	104	58	93	10	1	0	0	0	14.94	0.86	0.00
maxbinned_coassembly.fa.073	Bacteria	5449	104	58	83	11	2	2	4	2	12.40	5.80	1.75
maxbinned_coassembly.fa.074	Bacteria	5449	104	58	58	32	12	1	1	0	35.56	14.47	14.29
maxbinned_coassembly.fa.075	Bacteria	5449	104	58	73	27	2	1	0	1	27.92	9.48	33.33
maxbinned_coassembly.fa.076	Bacteria	5449	104	58	34	44	14	7	4	1	60.11	18.79	0.00
maxbinned_coassembly.fa.077	Bacteria	5449	104	58	3	56	41	4	0	0	96.55	20.34	5.66
maxbinned_coassembly.fa.078	Bacteria	5449	104	58	16	49	32	7	0	0	87.87	52.95	9.43
maxbinned_coassembly.fa.079	Bacteria	5449	104	58	65	34	4	1	0	0	25.65	5.34	0.00
maxbinned_coassembly.fa.080	Bacteria	5449	104	58	11	65	27	1	0	0	84.77	20.96	0.00
maxbinned_coassembly.fa.081	Bacteria	5449	104	58	7	94	3	0	0	0	92.63	4.31	33.33
maxbinned_coassembly.fa.082	Bacteria	5449	104	58	21	39	32	7	5	0	65.52	38.74	46.99
maxbinned_coassembly.fa.083	Bacteria	5449	104	58	1	101	2	0	0	0	99.14	3.45	0.00
maxbinned_coassembly.fa.084	Bacteria	5449	104	58	70	34	0	0	0	0	50.86	0.00	0.00
maxbinned_coassembly.fa.085	Bacteria	5449	104	58	73	30	1	0	0	0	39.66	1.72	100.00
maxbinned_coassembly.fa.086	Bacteria	5449	104	58	30	64	10	0	0	0	74.95	9.25	20.00
maxbinned_coassembly.fa.087	Bacteria	5449	104	58	51	30	9	12	1	1	41.38	16.46	3.28
maxbinned_coassembly.fa.088	Bacteria	5449	104	58	14	53	12	19	6	0	81.74	38.43	14.29
maxbinned_coassembly.fa.089	Bacteria	5449	104	58	52	35	16	1	0	0	51.82	17.51	0.00
maxbinned_coassembly.fa.090	Bacteria	5449	104	58	49	35	11	7	2	0	31.58	7.41	11.36
maxbinned_coassembly.fa.091	Bacteria	5449	104	58	4	91	9	0	0	0	94.48	12.38	22.22
maxbinned_coassembly.fa.092	Bacteria	5449	104	58	38	36	28	2	0	0	60.89	24.17	52.94
maxbinned_coassembly.fa.093	Bacteria	5449	104	58	24	71	8	1	0	0	80.79	9.25	0.00
maxbinned_coassembly.fa.094	Bacteria	5449	104	58	39	49	15	1	0	0	59.44	13.87	61.11
maxbinned_coassembly.fa.095	Bacteria	5449	104	58	9	82	13	0	0	0	94.36	9.27	7.69
maxbinned_coassembly.fa.096	Bacteria	5449	104	58	51	20	9	4	3	17	32.52	60.21	4.88
maxbinned_coassembly.fa.097	Bacteria	5449	104	58	19	81	4	0	0	0	83.07	2.19	0.00
maxbinned_coassembly.fa.098	Bacteria	5449	104	58	81	10	2	0	0	11	18.10	12.15	12.21
maxbinned_coassembly.fa.099	Bacteria	5449	104	58	74	12	6	4	1	7	17.14	14.44	3.03
maxbinned_coassembly.fa.100	Bacteria	5449	104	58	58	37	9	0	0	0	45.45	8.80	0.00
maxbinned_coassembly.fa.101	Bacteria	5449	104	58	5	93	6	0	0	0	92.24	4.78	0.00
maxbinned_coassembly.fa.102	Bacteria	5449	104	58	0	103	1	0	0	0	100.00	1.72	0.00
maxbinned_coassembly.fa.103	Bacteria	5449	104	58	49	19	15	10	5	6	28.13	27.23	7.41
maxbinned_coassembly.fa.104	Bacteria	5449	104	58	84	13	6	1	0	0	30.52	12.07	0.00
maxbinned_coassembly.fa.105	Bacteria	5449	104	58	5	88	11	0	0	0	93.10	4.86	9.09
maxbinned_coassembly.fa.106	Bacteria	5449	104	58	18	49	32	4	1	0	74.14	30.09	0.00
maxbinned_coassembly.fa.107	Bacteria	5449	104	58	21	83	0	0	0	0	67.08	0.00	0.00
maxbinned_coassembly.fa.108	Bacteria	5449	104	58	71	33	0	0	0	0	35.42	0.00	0.00
maxbinned_coassembly.fa.109	Bacteria	5449	104	58	91	8	2	2	1	0	4.01	2.82	14.29
maxbinned_coassembly.fa.110	Bacteria	5449	104	58	40	33	11	7	8	5	45.61	37.02	0.74
maxbinned_coassembly.fa.111	Bacteria	5449	104	58	44	34	21	2	3	0	48.98	13.30	0.00
maxbinned_coassembly.fa.112	Bacteria	5449	104	58	23	46	32	3	0	0	71.47	38.36	56.10
maxbinned_coassembly.fa.113	Bacteria	5449	104	58	92	10	2	0	0	0	5.56	0.31	100.00
maxbinned_coassembly.fa.114	Bacteria	5449	104	58	48	37	13	5	1	0	41.54	22.05	11.76
maxbinned_coassembly.fa.115	Bacteria	5449	104	58	85	10	7	2	0	0	29.31	18.10	23.08
maxbinned_coassembly.fa.116	Bacteria	5449	104	58	30	49	20	5	0	0	62.09	21.91	2.86
maxbinned_coassembly.fa.117	Bacteria	5449	104	58	13	54	33	4	0	0	82.60	35.09	15.56
maxbinned_coassembly.fa.118	Bacteria	5449	104	58	80	15	8	1	0	0	18.32	4.26	18.18
maxbinned_coassembly.fa.119	Bacteria	5449	104	58	28	70	5	1	0	0	71.68	11.21	0.00
maxbinned_coassembly.fa.120	Bacteria	5449	104	58	87	16	0	1	0	0	20.30	0.31	0.00
maxbinned_coassembly.fa.121	Bacteria	5449	104	58	34	43	20	5	2	0	53.27	12.93	2.13
maxbinned_coassembly.fa.122	Bacteria	5449	104	58	23	40	22	8	6	5	70.53	44.27	4.55
maxbinned_coassembly.fa.123	Bacteria	5449	104	58	70	33	1	0	0	0	24.49	0.86	0.00
maxbinned_coassembly.fa.124	Bacteria	5449	104	58	25	76	3	0	0	0	84.33	5.17	33.33
maxbinned_coassembly.fa.125	Bacteria	5449	104	58	88	13	3	0	0	0	6.39	1.03	0.00
maxbinned_coassembly.fa.126	Bacteria	5449	104	58	2	90	12	0	0	0	96.55	8.70	8.33
maxbinned_coassembly.fa.127	Bacteria	5449	104	58	64	24	12	3	1	0	26.77	13.58	7.41
maxbinned_coassembly.fa.128	Bacteria	5449	104	58	54	48	2	0	0	0	75.86	3.45	0.00
maxbinned_coassembly.fa.129	Bacteria	5449	104	58	38	50	12	3	0	1	54.25	14.81	3.23
maxbinned_coassembly.fa.130	Bacteria	5449	104	58	47	56	0	1	0	0	70.02	3.45	0.00
maxbinned_coassembly.fa.131	Bacteria	5449	104	58	2	93	8	1	0	0	96.55	7.68	63.64
maxbinned_coassembly.fa.132	Bacteria	5449	104	58	7	50	45	2	0	0	89.66	39.73	31.37
maxbinned_coassembly.fa.133	Bacteria	5449	104	58	37	67	0	0	0	0	46.55	0.00	0.00
maxbinned_coassembly.fa.134	Bacteria	5449	104	58	7	58	32	3	4	0	97.34	51.94	44.62
maxbinned_coassembly.fa.135	Bacteria	5449	104	58	10	42	43	9	0	0	87.36	39.53	15.71
maxbinned_coassembly.fa.136	Bacteria	5449	104	58	32	58	12	2	0	0	81.00	20.17	5.56
maxbinned_coassembly.fa.137	Bacteria	5449	104	58	76	26	2	0	0	0	22.73	1.72	100.00
maxbinned_coassembly.fa.138	Bacteria	5449	104	58	52	41	10	1	0	0	49.29	7.35	0.00
maxbinned_coassembly.fa.139	Bacteria	5449	104	58	37	44	22	1	0	0	64.42	21.24	44.00
maxbinned_coassembly.fa.140	Bacteria	5449	104	58	71	20	8	5	0	0	46.55	24.14	4.35
maxbinned_coassembly.fa.141	Bacteria	5449	104	58	30	40	24	9	1	0	81.61	54.31	0.00
maxbinned_coassembly.fa.142	Bacteria	5449	104	58	64	25	12	3	0	0	53.04	29.31	9.52
maxbinned_coassembly.fa.143	Bacteria	5449	104	58	35	33	27	7	2	0	68.15	48.83	1.67
maxbinned_coassembly.fa.144	Bacteria	5449	104	58	52	41	11	0	0	0	56.76	14.20	18.18
maxbinned_coassembly.fa.145	Bacteria	5449	104	58	42	39	18	4	1	0	60.74	30.25	0.00
maxbinned_coassembly.fa.146	Bacteria	5449	104	58	1	82	21	0	0	0	98.28	12.54	23.81
maxbinned_coassembly.fa.147	Bacteria	5449	104	58	0	102	2	0	0	0	100.00	1.88	50.00
maxbinned_coassembly.fa.148	Bacteria	5449	104	58	2	89	13	0	0	0	98.12	9.23	30.77
maxbinned_coassembly.fa.149	Bacteria	5449	104	58	20	68	14	2	0	0	88.79	11.41	0.00
maxbinned_coassembly.fa.150	Bacteria	5449	104	58	7	93	4	0	0	0	87.93	6.03	75.00
maxbinned_coassembly.fa.151	Bacteria	5449	104	58	76	22	6	0	0	0	41.55	7.24	0.00
maxbinned_coassembly.fa.152	Bacteria	5449	104	58	103	1	0	0	0	0	1.72	0.00	0.00
maxbinned_coassembly.fa.153	Bacteria	5449	104	58	42	35	19	4	3	1	61.82	40.75	1.69
maxbinned_coassembly.fa.154	Bacteria	5449	104	58	24	50	27	3	0	0	77.55	26.50	30.56
maxbinned_coassembly.fa.155	Bacteria	5449	104	58	72	29	3	0	0	0	12.23	2.04	0.00
maxbinned_coassembly.fa.156	Bacteria	5449	104	58	38	40	13	10	2	1	59.33	38.59	7.69
maxbinned_coassembly.fa.157	Bacteria	5449	104	58	21	83	0	0	0	0	67.08	0.00	0.00
maxbinned_coassembly.fa.158	Bacteria	5449	104	58	70	27	7	0	0	0	49.09	10.34	0.00
maxbinned_coassembly.fa.159	Bacteria	5449	104	58	49	55	0	0	0	0	44.38	0.00	0.00
maxbinned_coassembly.fa.160	Bacteria	5449	104	58	49	53	2	0	0	0	46.25	1.88	0.00
maxbinned_coassembly.fa.161	Bacteria	5449	104	58	12	79	11	1	1	0	87.88	9.33	30.00
maxbinned_coassembly.fa.162	Bacteria	5449	104	58	61	41	2	0	0	0	63.26	1.72	0.00
maxbinned_coassembly.fa.163	Bacteria	5449	104	58	74	30	0	0	0	0	29.01	0.00	0.00
maxbinned_coassembly.fa.164	Bacteria	5449	104	58	46	40	15	3	0	0	67.04	28.61	0.00
maxbinned_coassembly.fa.165	Bacteria	5449	104	58	63	20	17	3	1	0	58.10	38.79	9.38
maxbinned_coassembly.fa.166	Bacteria	5449	104	58	0	78	21	4	1	0	100.00	16.52	10.26
maxbinned_coassembly.fa.167	Bacteria	5449	104	58	2	88	14	0	0	0	96.55	11.55	78.57
maxbinned_coassembly.fa.168	Bacteria	5449	104	58	42	49	12	1	0	0	53.29	11.11	46.67
maxbinned_coassembly.fa.169	Bacteria	5449	104	58	4	97	3	0	0	0	95.69	5.17	0.00
maxbinned_coassembly.fa.170	Bacteria	5449	104	58	104	0	0	0	0	0	0.00	0.00	0.00
maxbinned_coassembly.fa.171	Bacteria	5449	104	58	39	38	15	9	2	1	64.58	31.19	1.56
maxbinned_coassembly.fa.172	Bacteria	5449	104	58	46	55	3	0	0	0	35.55	2.04	33.33
maxbinned_coassembly.fa.173	Bacteria	5449	104	58	35	32	29	8	0	0	67.29	47.18	0.00
maxbinned_coassembly.fa.174	Bacteria	5449	104	58	60	42	2	0	0	0	59.09	2.59	0.00
maxbinned_coassembly.fa.175	Bacteria	5449	104	58	76	27	1	0	0	0	14.32	0.16	0.00
maxbinned_coassembly.fa.176	Bacteria	5449	104	58	57	27	17	3	0	0	36.21	9.95	0.00
maxbinned_coassembly.fa.177	Bacteria	5449	104	58	9	69	21	4	1	0	90.91	39.45	0.00
maxbinned_coassembly.fa.178	Bacteria	5449	104	58	45	26	26	7	0	0	73.68	58.10	53.19
maxbinned_coassembly.fa.179	Bacteria	5449	104	58	68	34	1	1	0	0	46.19	5.17	0.00
maxbinned_coassembly.fa.180	Bacteria	5449	104	58	60	32	11	1	0	0	56.80	14.61	7.14
maxbinned_coassembly.fa.181	Bacteria	5449	104	58	27	64	13	0	0	0	85.31	18.26	23.08
maxbinned_coassembly.fa.182	Bacteria	5449	104	58	69	34	1	0	0	0	50.34	0.86	100.00
maxbinned_coassembly.fa.183	Bacteria	5449	104	58	61	32	4	2	2	3	30.98	13.87	0.00
maxbinned_coassembly.fa.184	Bacteria	5449	104	58	102	2	0	0	0	0	3.45	0.00	0.00
maxbinned_coassembly.fa.185	Bacteria	5449	104	58	11	75	14	4	0	0	89.89	24.40	0.00
maxbinned_coassembly.fa.186	Bacteria	5449	104	58	79	20	5	0	0	0	36.21	7.76	80.00
maxbinned_coassembly.fa.187	Bacteria	5449	104	58	65	39	0	0	0	0	37.40	0.00	0.00
maxbinned_coassembly.fa.188	Bacteria	5449	104	58	4	98	2	0	0	0	94.83	3.45	100.00
maxbinned_coassembly.fa.189	Bacteria	5449	104	58	101	3	0	0	0	0	5.17	0.00	0.00
maxbinned_coassembly.fa.190	Bacteria	5449	104	58	104	0	0	0	0	0	0.00	0.00	0.00
maxbinned_coassembly.fa.191	Bacteria	5449	104	58	86	16	2	0	0	0	15.05	1.72	0.00
maxbinned_coassembly.fa.192	Bacteria	5449	104	58	74	23	5	2	0	0	36.34	14.66	27.27
maxbinned_coassembly.fa.193	Bacteria	5449	104	58	50	22	23	6	1	2	72.91	70.69	0.00
maxbinned_coassembly.fa.194	Bacteria	5449	104	58	0	103	1	0	0	0	100.00	0.86	0.00
maxbinned_coassembly.fa.195	Bacteria	5449	104	58	38	43	14	4	1	4	42.63	15.57	1.14
maxbinned_coassembly.fa.196	Bacteria	5449	104	58	23	60	18	3	0	0	78.06	26.32	59.26
maxbinned_coassembly.fa.197	Bacteria	5449	104	58	18	44	36	5	1	0	82.48	55.17	59.65
maxbinned_coassembly.fa.198	Bacteria	5449	104	58	98	6	0	0	0	0	4.78	0.00	0.00
maxbinned_coassembly.fa.199	Bacteria	5449	104	58	41	57	6	0	0	0	60.17	6.35	0.00
maxbinned_coassembly.fa.200	Bacteria	5449	104	58	33	28	10	16	7	10	53.84	42.00	3.25
maxbinned_coassembly.fa.201	Bacteria	5449	104	58	46	27	12	9	2	8	36.18	24.48	1.97
maxbinned_coassembly.fa.202	Bacteria	5449	104	58	95	7	1	0	1	0	13.95	6.90	0.00
maxbinned_coassembly.fa.203	Bacteria	5449	104	58	76	28	0	0	0	0	34.98	0.00	0.00
maxbinned_coassembly.fa.204	Bacteria	5449	104	58	58	30	16	0	0	0	39.63	18.03	18.75
maxbinned_coassembly.fa.205	Bacteria	5449	104	58	0	103	1	0	0	0	100.00	0.16	0.00
maxbinned_coassembly.fa.206	Bacteria	5449	104	58	80	10	13	0	1	0	39.66	26.72	42.11
maxbinned_coassembly.fa.207	Bacteria	5449	104	58	62	35	7	0	0	0	38.90	6.35	0.00
maxbinned_coassembly.fa.208	Bacteria	5449	104	58	61	25	7	7	4	0	26.80	8.34	5.77
maxbinned_coassembly.fa.209	Bacteria	5449	104	58	1	97	6	0	0	0	98.28	4.08	0.00
maxbinned_coassembly.fa.210	Bacteria	5449	104	58	2	96	6	0	0	0	96.55	7.40	16.67
maxbinned_coassembly.fa.211	Bacteria	5449	104	58	33	42	29	0	0	0	88.71	43.10	86.21
maxbinned_coassembly.fa.212	Bacteria	5449	104	58	13	39	37	14	1	0	79.60	63.90	4.71
maxbinned_coassembly.fa.213	Bacteria	5449	104	58	91	12	1	0	0	0	17.55	0.86	0.00
maxbinned_coassembly.fa.214	Bacteria	5449	104	58	38	25	16	9	8	8	46.94	42.01	0.50
maxbinned_coassembly.fa.215	Bacteria	5449	104	58	50	34	15	1	4	0	39.00	11.13	11.90
maxbinned_coassembly.fa.216	Bacteria	5449	104	58	88	10	5	1	0	0	23.28	10.34	25.00
maxbinned_coassembly.fa.217	Bacteria	5449	104	58	4	83	16	1	0	0	97.62	15.91	0.00
maxbinned_coassembly.fa.218	Bacteria	5449	104	58	43	37	20	4	0	0	73.29	37.05	50.00
maxbinned_coassembly.fa.219	Bacteria	5449	104	58	0	82	21	1	0	0	100.00	22.39	8.33
maxbinned_coassembly.fa.220	Bacteria	5449	104	58	86	16	2	0	0	0	20.45	1.02	0.00
maxbinned_coassembly.fa.221	Bacteria	5449	104	58	66	38	0	0	0	0	26.28	0.00	0.00
maxbinned_coassembly.fa.222	Bacteria	5449	104	58	60	35	8	0	1	0	48.28	15.80	0.00
maxbinned_coassembly.fa.223	Bacteria	5449	104	58	20	64	17	3	0	0	68.81	5.88	15.38
maxbinned_coassembly.fa.224	Bacteria	5449	104	58	1	87	16	0	0	0	98.28	4.08	0.00
maxbinned_coassembly.fa.225	Bacteria	5449	104	58	12	61	26	4	1	0	83.75	34.03	13.64
maxbinned_coassembly.fa.226	Bacteria	5449	104	58	41	57	6	0	0	0	69.67	5.49	50.00
maxbinned_coassembly.fa.227	Bacteria	5449	104	58	101	3	0	0	0	0	4.02	0.00	0.00
maxbinned_coassembly.fa.228	Bacteria	5449	104	58	95	9	0	0	0	0	9.66	0.00	0.00
maxbinned_coassembly.fa.229	Bacteria	5449	104	58	79	23	1	0	1	0	37.41	6.90	0.00
maxbinned_coassembly.fa.230	Bacteria	5449	104	58	83	18	3	0	0	0	25.97	2.93	0.00
maxbinned_coassembly.fa.231	Bacteria	5449	104	58	9	56	30	9	0	0	89.63	34.37	1.75
maxbinned_coassembly.fa.232	Bacteria	5449	104	58	66	21	14	3	0	0	50.94	34.48	73.91
maxbinned_coassembly.fa.233	Bacteria	5449	104	58	48	42	9	5	0	0	64.51	17.42	62.50
maxbinned_coassembly.fa.234	Bacteria	5449	104	58	93	9	2	0	0	0	13.40	3.45	0.00
maxbinned_coassembly.fa.235	Bacteria	5449	104	58	82	12	6	3	1	0	32.92	25.00	28.57
maxbinned_coassembly.fa.236	Bacteria	5449	104	58	55	47	2	0	0	0	60.97	3.45	0.00
maxbinned_coassembly.fa.237	Bacteria	5449	104	58	68	28	8	0	0	0	35.98	5.80	0.00
maxbinned_coassembly.fa.238	Bacteria	5449	104	58	52	26	15	10	1	0	51.29	45.22	0.00
maxbinned_coassembly.fa.239	Bacteria	5449	104	58	79	18	5	1	1	0	10.94	1.57	28.57
maxbinned_coassembly.fa.240	Bacteria	5449	104	58	71	30	2	1	0	0	23.38	2.90	0.00
maxbinned_coassembly.fa.241	Bacteria	5449	104	58	101	3	0	0	0	0	2.59	0.00	0.00
maxbinned_coassembly.fa.242	Bacteria	5449	104	58	71	19	12	2	0	0	43.95	23.28	0.00
maxbinned_coassembly.fa.243	Bacteria	5449	104	58	41	43	15	5	0	0	49.06	15.86	16.67
maxbinned_coassembly.fa.244	Bacteria	5449	104	58	28	55	8	13	0	0	51.72	13.79	27.66
maxbinned_coassembly.fa.245	Bacteria	5449	104	58	29	45	27	3	0	0	72.34	36.94	8.33
maxbinned_coassembly.fa.246	Bacteria	5449	104	58	10	47	37	10	0	0	90.49	57.93	0.00
maxbinned_coassembly.fa.247	Bacteria	5449	104	58	78	17	2	1	2	4	18.09	12.38	0.66
maxbinned_coassembly.fa.248	Bacteria	5449	104	58	33	31	23	10	5	2	86.54	101.88	0.97
maxbinned_coassembly.fa.249	Bacteria	5449	104	58	35	53	15	1	0	0	61.36	8.07	22.22
maxbinned_coassembly.fa.250	Bacteria	5449	104	58	53	41	8	1	1	0	53.26	14.97	17.65
maxbinned_coassembly.fa.251	Bacteria	5449	104	58	31	57	14	2	0	0	79.75	23.59	85.00
maxbinned_coassembly.fa.252	Bacteria	5449	104	58	47	42	8	6	1	0	46.71	15.92	0.00
maxbinned_coassembly.fa.253	Bacteria	5449	104	58	55	25	13	9	2	0	44.59	36.22	7.69
maxbinned_coassembly.fa.254	Bacteria	5449	104	58	69	27	5	3	0	0	29.66	10.79	21.43
maxbinned_coassembly.fa.255	Bacteria	5449	104	58	38	33	24	5	3	1	71.30	61.13	1.49
maxbinned_coassembly.fa.256	Bacteria	5449	104	58	101	3	0	0	0	0	3.61	0.00	0.00
maxbinned_coassembly.fa.257	Bacteria	5449	104	58	60	39	5	0	0	0	57.13	6.19	40.00
maxbinned_coassembly.fa.258	Bacteria	5449	104	58	1	99	4	0	0	0	98.28	5.17	0.00
maxbinned_coassembly.fa.259	Bacteria	5449	104	58	16	54	27	7	0	0	83.75	36.86	4.17
maxbinned_coassembly.fa.260	Bacteria	5449	104	58	62	38	4	0	0	0	34.80	6.03	50.00
maxbinned_coassembly.fa.261	Bacteria	5449	104	58	58	32	14	0	0	0	48.68	14.58	85.71
