user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings																																																																																																															
bin.230	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Melioribacteraceae	g__XYB12-FULL-38-5	s__XYB12-FULL-38-5 sp001803165	GCA_001803165.1	95.0	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Melioribacteraceae	g__XYB12-FULL-38-5	s__XYB12-FULL-38-5 sp001803165	96.25	0.9	GCA_001803165.1	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Melioribacteraceae	g__XYB12-FULL-38-5	s__XYB12-FULL-38-5 sp001803165	96.25	0.9	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Melioribacteraceae	g__	s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	98.35	11	N/A	N/A																																																																																							
bin.216	d__Bacteria	p__Firmicutes_B	c__Syntrophomonadia	o__Syntrophomonadales	f__Syntrophomonadaceae	g__Syntrophomonas_B	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Firmicutes_B	c__Syntrophomonadia	o__Syntrophomonadales	f__Syntrophomonadaceae	g__Syntrophomonas_B	s__	Placement	taxonomic classification fully defined by topology	N/A	10.06	11	0.921661157229	N/A																																																																																																			
bin.71	d__Bacteria	p__Firmicutes_B	c__Syntrophomonadia	o__Syntrophomonadales	f__Syntrophomonadaceae	g__UBA5314	s__	N/A	N/A	N/A	N/A	N/A	GCA_002410325.1	d__Bacteria	p__Firmicutes_B	c__Syntrophomonadia	o__Syntrophomonadales	f__Syntrophomonadaceae	g__UBA5314	s__UBA5314 sp002410325	77.53	0.15	d__Bacteria	p__Firmicutes_B	c__Syntrophomonadia	o__Syntrophomonadales	f__Syntrophomonadaceae	g__	s__	Placement	taxonomic novelty determined using RED	N/A	78.19	11	0.89907175835	N/A																																																																																													
bin.83	d__Bacteria	p__Firmicutes_B	c__Syntrophomonadia	o__Syntrophomonadales	f__Syntrophomonadaceae	g__UBA5314	s__	N/A	N/A	N/A	N/A	N/A	GCA_002410325.1	d__Bacteria	p__Firmicutes_B	c__Syntrophomonadia	o__Syntrophomonadales	f__Syntrophomonadaceae	g__UBA5314	s__UBA5314 sp002410325	76.77	0.05	d__Bacteria	p__Firmicutes_B	c__Syntrophomonadia	o__Syntrophomonadales	f__Syntrophomonadaceae	g__	s__	Placement	taxonomic novelty determined using RED	N/A	42.56	11	0.886287106182	N/A																																																																																													
bin.110	d__Bacteria	p__Firmicutes_B	c__Syntrophomonadia	o__	f__	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Firmicutes_B	c__Syntrophomonadia	o__	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	18.51	11	0.569612247603	N/A																																																																																																			
bin.201	d__Bacteria	p__Firmicutes_B	c__Syntrophomonadia	o__	f__	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Firmicutes_B	c__Syntrophomonadia	o__	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	22.72	11	0.554749319149	N/A																																																																																																			
bin.191	d__Bacteria	p__Cyanobacteria	c__Vampirovibrionia	o__Obscuribacterales	f__Obscuribacteraceae	g__Ga0077546	s__	N/A	N/A	N/A	N/A	N/A	GCA_001464165.1	d__Bacteria	p__Cyanobacteria	c__Vampirovibrionia	o__Obscuribacterales	f__Obscuribacteraceae	g__Ga0077546	s__Ga0077546 sp001464165	81.69	0.5	d__Bacteria	p__Cyanobacteria	c__Vampirovibrionia	o__Obscuribacterales	f__Obscuribacteraceae	g__	s__	Placement	taxonomic novelty determined using RED	N/A	86.49	11	0.98047703236	N/A																																																																																													
bin.352	d__Bacteria	p__Margulisbacteria	c__WOR-1	o__O2-12-FULL-45-9	f__XYB2-FULL-48-7	g__	s__	N/A	N/A	N/A	N/A	N/A	GCA_001772335.1	d__Bacteria	p__Margulisbacteria	c__WOR-1	o__O2-12-FULL-45-9	f__XYB2-FULL-48-7	g__2-01-FULL-53-15	s__2-01-FULL-53-15 sp001772335	76.82	0.23	d__Bacteria	p__Margulisbacteria	c__WOR-1	o__O2-12-FULL-45-9	f__XYB2-FULL-48-7	g__	s__	Placement	taxonomic novelty determined using RED	N/A	71.9	11	0.80714467776	Genome has more than 11.7% of markers with multiple hits																																																																																													
bin.395	d__Bacteria	p__Margulisbacteria	c__WOR-1	o__O2-12-FULL-45-9	f__XYB2-FULL-48-7	g__XYB2-FULL-45-9	s__	N/A	N/A	N/A	N/A	N/A	GCA_001771575.1	d__Bacteria	p__Margulisbacteria	c__WOR-1	o__O2-12-FULL-45-9	f__XYB2-FULL-48-7	g__XYB2-FULL-45-9	s__XYB2-FULL-45-9 sp001771575	81.0	0.62	d__Bacteria	p__Margulisbacteria	c__WOR-1	o__O2-12-FULL-45-9	f__XYB2-FULL-48-7	g__	s__	Placement	taxonomic novelty determined using RED	N/A	86.77	11	0.933780044907	N/A																																																																																													
bin.29	d__Bacteria	p__Margulisbacteria	c__WOR-1	o__O2-12-FULL-45-9	f__XYB2-FULL-48-7	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Margulisbacteria	c__WOR-1	o__O2-12-FULL-45-9	f__XYB2-FULL-48-7	g__	s__	Placement	taxonomic novelty determined using RED	N/A	81.45	11	0.758787113104	N/A																																																																																																			
bin.323	d__Bacteria	p__Margulisbacteria	c__WOR-1	o__O2-12-FULL-45-9	f__	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Margulisbacteria	c__WOR-1	o__O2-12-FULL-45-9	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	80.77	11	0.70908710083	Genome has more than 62.5% of markers with multiple hits																																																																																																			
bin.182	d__Bacteria	p__Margulisbacteria	c__WOR-1	o__XYC2-FULL-46-14	f__	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Margulisbacteria	c__WOR-1	o__XYC2-FULL-46-14	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	28.08	11	0.676796917703	N/A																																																																																																			
bin.302	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__	N/A	N/A	N/A	N/A	N/A	GCF_900103935.1	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides szechwanensis	89.04	0.56	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__	Placement	taxonomic classification fully defined by topology	GCF_900113685.1, s__Nocardioides psychrotolerans, 95.0, 83.5, 0.52	 GCF_002117935.1, s__Nocardioides sp002117935, 95.0, 82.44, 0.48	 GCF_900101465.1, s__Nocardioides lianchengensis, 95.0, 81.88, 0.48	 GCF_000015265.1, s__Nocardioides sp000015265, 95.0, 81.88, 0.49	 GCF_001425175.1, s__Nocardioides sp001425175, 95.0, 81.81, 0.46	 GCF_000620705.1, s__Nocardioides sp000620705, 95.0, 81.68, 0.46	 GCF_000620645.1, s__Nocardioides sp000620645, 95.0, 81.52, 0.48	 GCF_000422805.1, s__Nocardioides halotolerans, 95.0, 81.5, 0.45	 GCF_001423135.1, s__Nocardioides sp001423135, 95.0, 81.46, 0.5	 GCF_001653335.1, s__Nocardioides dokdonensis, 95.0, 81.18, 0.48	 GCF_003047265.1, s__Nocardioides terrigena, 95.0, 81.16, 0.43	 GCA_001627335.1, s__Nocardioides sp001627335, 95.0, 81.06, 0.54	 GCA_002698575.1, s__Nocardioides sp002698575, 95.0, 80.92, 0.46	 GCA_002693615.1, s__Nocardioides sp002693615, 95.0, 80.89, 0.46	 GCF_001429625.1, s__Nocardioides sp001429625, 95.0, 80.86, 0.44	 GCF_003047285.1, s__Nocardioides allogilvus, 95.0, 80.82, 0.48	 GCF_003047295.1, s__Nocardioides sediminis, 95.0, 80.82, 0.45	 GCF_003160695.1, s__Nocardioides sp003160695, 95.0, 80.73, 0.45	 GCF_003057875.1, s__Nocardioides sp003057875, 95.0, 80.7, 0.44	 GCF_001426745.1, s__Nocardioides sp001426745, 95.0, 80.65, 0.4	 GCF_001428125.1, s__Nocardioides sp001428125, 95.0, 80.63, 0.48	 GCA_003076135.1, s__Nocardioides sp003076135, 95.0, 80.59, 0.4	 GCA_002729525.1, s__Nocardioides sp002729525, 95.0, 80.57, 0.41	 GCF_900112035.1, s__Nocardioides alpinus, 95.0, 80.52, 0.41	 GCF_900114845.1, s__Nocardioides simplex, 95.0, 80.42, 0.43	 GCF_003194625.1, s__Nocardioides solisilvae, 95.0, 80.38, 0.48	 GCF_001425025.1, s__Nocardioides sp001425025, 95.0, 80.37, 0.43	 GCA_000745515.1, s__Nocardioides sp000745515, 95.0, 80.37, 0.41	 GCF_900105585.1, s__Nocardioides exalbidus, 95.0, 80.36, 0.43	 GCF_000519005.1, s__Nocardioides sp000519005, 95.0, 80.32, 0.44	 GCF_001428825.1, s__Nocardioides sp001428825, 95.0, 80.24, 0.4	 GCF_001552535.1, s__Nocardioides jensenii, 95.0, 80.22, 0.39	 GCF_003121585.1, s__Nocardioides sp003121585, 95.0, 80.2, 0.41	 GCF_003054165.1, s__Nocardioides sp003054165, 95.0, 80.19, 0.42	 GCF_002865585.1, s__Nocardioides sp002865585, 95.0, 80.1, 0.44	 GCA_001429555.1, s__Nocardioides sp001429555, 95.0, 80.01, 0.4	 GCF_001427795.1, s__Nocardioides sp001427795, 95.0, 79.98, 0.37	 GCF_900112345.1, s__Nocardioides terrae, 95.0, 79.96, 0.44	 GCF_001428565.1, s__Nocardioides sp001428565, 95.0, 79.82, 0.4	 GCF_000426525.1, s__Nocardioides alkalitolerans, 95.0, 79.66, 0.38	 GCF_003053885.1, s__Nocardioides sp003053885, 95.0, 79.44, 0.43	 GCF_000364605.1, s__Nocardioides sp000364605, 95.0, 79.31, 0.36	 GCF_003194585.1, s__Nocardioides daejeonensis, 95.0, 79.23, 0.36	 GCF_000422825.1, s__Nocardioides insulae, 95.0, 79.17, 0.37	 GCA_000192415.1, s__Nocardioides sp000192415, 95.0, 79.16, 0.35	 GCF_003194605.1, s__Nocardioides gilvus, 95.0, 79.16, 0.37	 GCF_000960475.2, s__Nocardioides luteus, 95.0, 79.08, 0.36	 GCF_900101045.1, s__Nocardioides sp900101045, 95.0, 78.91, 0.35	89.58	11	0.972344071586	Genome has more than 79.2% of markers with multiple hits																																														
bin.354	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Nanopelagicales	f__Nanopelagicaceae	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Nanopelagicales	f__Nanopelagicaceae	g__	s__	Placement	taxonomic novelty determined using RED	N/A	59.03	11	0.863706301684	Genome has more than 23.3% of markers with multiple hits																																																																																																			
bin.159	d__Bacteria	p__Actinobacteriota	c__UBA4738	o__UBA4738	f__HRBIN12	g__	s__	N/A	N/A	N/A	N/A	N/A	GCA_002898915.1	d__Bacteria	p__Actinobacteriota	c__UBA4738	o__UBA4738	f__HRBIN12	g__HRBIN12	s__HRBIN12 sp002898915	77.39	0.26	d__Bacteria	p__Actinobacteriota	c__UBA4738	o__UBA4738	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	77.52	11	0.780977695548	N/A																																																																																													
bin.229	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__OPB41	f__UBA2279	g__UBA6100	s__	N/A	N/A	N/A	N/A	N/A	GCA_002423585.1	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__OPB41	f__UBA2279	g__UBA6100	s__UBA6100 sp002423585	81.47	0.67	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__OPB41	f__UBA2279	g__	s__	Placement	taxonomic novelty determined using RED	N/A	60.77	11	0.945573633128	N/A																																																																																													
bin.58	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__OPB41	f__PHET01	g__	s__	N/A	N/A	N/A	N/A	N/A	GCA_002841275.1	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__OPB41	f__PHET01	g__PHET01	s__PHET01 sp002841275	76.97	0.22	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__OPB41	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	47.44	11	0.770357276453	N/A																																																																																													
bin.117	d__Bacteria	p__Armatimonadota	c__UBA5829	o__UBA5829	f__UBA5829	g__UBA5829	s__	N/A	N/A	N/A	N/A	N/A	GCA_002431715.1	d__Bacteria	p__Armatimonadota	c__UBA5829	o__UBA5829	f__UBA5829	g__UBA5829	s__UBA5829 sp002431715	77.01	0.18	d__Bacteria	p__Armatimonadota	c__	o__	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	41.75	11	0.912609602474	N/A																																																																																													
bin.164	d__Bacteria	p__Armatimonadota	c__UBA5829	o__UBA5829	f__UBA5829	g__UBA5829	s__	N/A	N/A	N/A	N/A	N/A	GCA_002431715.1	d__Bacteria	p__Armatimonadota	c__UBA5829	o__UBA5829	f__UBA5829	g__UBA5829	s__UBA5829 sp002431715	76.92	0.17	d__Bacteria	p__Armatimonadota	c__	o__	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	47.48	11	0.91008145076	N/A																																																																																													
bin.428	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	Placement	taxonomic classification fully defined by topology	N/A	61.61	11	0.973057762418	Genome has more than 11.7% of markers with multiple hits																																																																																																			
bin.355	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	Placement	taxonomic classification fully defined by topology	N/A	57.26	11	0.965627550798	N/A																																																																																																			
bin.491	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	N/A	N/A	N/A	N/A	N/A	GCA_001781715.1	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__C7867-001 sp001781715	N/A	N/A	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	Placement	taxonomic classification fully defined by topology	GCA_001783465.1, s__C7867-001 sp001783465, 95.0, 77.22, 0.25	 GCA_001004905.1, s__C7867-001 sp001004905, 95.0, 76.43, 0.24	63.65	11	0.967853203318	N/A																																																																																												
bin.406	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	N/A	N/A	N/A	N/A	N/A	GCA_001781915.1	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__C7867-001 sp001781915	78.62	0.42	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	Placement	taxonomic classification fully defined by topology	N/A	63.08	11	0.980154547439	N/A																																																																																													
bin.359	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	Placement	taxonomic classification fully defined by topology	N/A	62.52	11	0.971817687579	N/A																																																																																																			
bin.221	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	N/A	N/A	N/A	N/A	N/A	GCA_001781915.1	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__C7867-001 sp001781915	N/A	N/A	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	Placement	taxonomic classification fully defined by topology	GCA_001783465.1, s__C7867-001 sp001783465, 95.0, 77.19, 0.22	66.51	11	0.971081312141	N/A																																																																																													
bin.463	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	Placement	taxonomic classification fully defined by topology	N/A	59.78	11	0.968568390087	N/A																																																																																																			
bin.17	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	Placement	taxonomic classification fully defined by topology	N/A	67.68	11	0.965109174379	N/A																																																																																																			
bin.185	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	Placement	taxonomic classification fully defined by topology	N/A	56.19	11	0.958016820967	N/A																																																																																																			
bin.72	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	N/A	N/A	N/A	N/A	N/A	GCA_002429325.1	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__C7867-001 sp002429325	77.34	0.25	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	Placement	taxonomic classification fully defined by topology	GCA_001004905.1, s__C7867-001 sp001004905, 95.0, 78.0, 0.27	 GCA_001783465.1, s__C7867-001 sp001783465, 95.0, 77.16, 0.28	66.9	11	0.957038208415	Genome has more than 47.5% of markers with multiple hits																																																																																												
bin.458	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	N/A	N/A	N/A	N/A	N/A	GCA_002429325.1	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__C7867-001 sp002429325	N/A	N/A	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2163	g__C7867-001	s__	Placement	taxonomic classification fully defined by topology	GCA_001783465.1, s__C7867-001 sp001783465, 95.0, 77.05, 0.27	59.33	11	0.956475746124	N/A																																																																																													
