Bin Id	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Translation table	# descendant genomes	Lineage: GC mean	Lineage: GC std	Lineage: genome size (Mbp) mean	Lineage: genome size (Mbp) std	Lineage: gene count mean	Lineage: gene count std
maxbinned_coassembly.fa.045	42	0	UID2572	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	f__Ignavibacteriaceae;g__Ignavibacterium;s__Ignavibacterium_album	33.4556434484	3.048535	2937	0.906808024182	11	2	37.6306212631	3.69749696697	3.4797055	0.1792915	3072.5	170.5
maxbinned_coassembly.fa.046	3	0	UID4012	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_mallei	unresolved	53.2680217496	0.40259	625	0.460234978514	11	9	68.4351717884	0.0447246922343	5.72011766667	0.190372376397	5368.22222222	529.334546132
maxbinned_coassembly.fa.047	38	1	UID1	k__Bacteria (root)	k__Bacteria	42.0863112801	0.91506	960	0.904143990558	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.048	19	12	UID2310	k__Bacteria;p__Chloroflexi	c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea;s__Anaerolinea_thermophila	45.1212428903	3.493277	4561	0.870774633675	11	2	56.2911854198	2.4415124799	4.335458	0.80308	3708.0	484.0
maxbinned_coassembly.fa.049	26	1	UID2310	k__Bacteria;p__Chloroflexi	c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea;s__Anaerolinea_thermophila	49.7740800611	3.454985	3174	0.913448249414	11	2	56.2911854198	2.4415124799	4.335458	0.80308	3708.0	484.0
maxbinned_coassembly.fa.050	38	2	UID202	k__Archaea;p__Thaumarchaeota;c__Nitrosopumilales;o__Nitrosopumilales;f__Nitrosopumilaceae	g__Candidatus_Nitrosoarchaeum;s__Candidatus_Nitrosoarchaeum_koreensis	33.0357642268	1.877211	2572	0.889415201594	11	2	33.4203103606	0.747197612267	1.626477	0.018782	1916.5	74.5
maxbinned_coassembly.fa.051	40	3	UID2566	k__Bacteria	unresolved	58.0428222606	4.313691	3508	0.897348001978	11	525	42.588785261	7.01104947332	3.85675681905	1.76836328516	3363.96571429	1451.8143246
maxbinned_coassembly.fa.052	21	6	UID2566	k__Bacteria	unresolved	59.3834586163	7.435835	9037	0.891838374574	11	525	42.588785261	7.01104947332	3.85675681905	1.76836328516	3363.96571429	1451.8143246
maxbinned_coassembly.fa.053	11	7	UID2310	k__Bacteria;p__Chloroflexi	c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea;s__Anaerolinea_thermophila	54.9359182598	4.89453	6476	0.904814966912	11	2	56.2911854198	2.4415124799	4.335458	0.80308	3708.0	484.0
maxbinned_coassembly.fa.054	29	5	UID2572	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	f__Melioribacteraceae;g__Melioribacter;s__Melioribacter_roseus	36.5755112801	4.339696	4112	0.92063821982	11	2	37.6306212631	3.69749696697	3.4797055	0.1792915	3072.5	170.5
maxbinned_coassembly.fa.055	9	0	UID3199	k__Bacteria;p__Acidobacteria	c__Holophagae;o__Holophagales;f__Holophagaceae	67.9295851861	1.247692	1736	0.924330684175	11	16	59.4849084443	3.00051550587	5.63761075	1.51375596036	4810.8125	1191.24720455
maxbinned_coassembly.fa.056	41	0	UID3962	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	o__Hydrogenophilales;f__Hydrogenophilaceae;g__Thiobacillus;s__Thiobacillus_denitrificans	58.7132530989	2.886706	2878	0.929549112379	11	10	53.112641615	7.69457679558	3.1625312	0.333280772542	3037.0	366.434168712
maxbinned_coassembly.fa.057	38	0	UID2540	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	unresolved	57.5150645019	3.223475	3044	0.935189197993	11	28	44.119640061	5.91094745533	2.70574825	0.725684598615	2524.21428571	642.584811364
maxbinned_coassembly.fa.058	34	8	UID3278	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;s__Geobacter_sulfurreducens	54.2651420326	3.362643	4639	0.879023137455	11	21	63.1862370411	7.35688494041	5.56829371429	2.22623555555	4800.0952381	1569.45331412
maxbinned_coassembly.fa.059	42	0	UID2572	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	f__Melioribacteraceae;g__Melioribacter;s__Melioribacter_roseus	37.6986912239	4.499318	3929	0.913310639524	11	2	37.6306212631	3.69749696697	3.4797055	0.1792915	3072.5	170.5
maxbinned_coassembly.fa.060	20	2	UID2307	k__Bacteria	p__Chloroflexi	70.9066553908	0.943611	1402	0.924735934617	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
maxbinned_coassembly.fa.061	32	6	UID3217	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile;s__Desulfomonile_tiedjei	63.3276699835	2.983511	4060	0.871679038556	11	62	56.1284551379	8.30705690322	4.24122095161	0.949111478087	3829.01612903	789.75088951
maxbinned_coassembly.fa.062	23	17	UID2310	k__Bacteria;p__Chloroflexi	c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea;s__Anaerolinea_thermophila	49.5970914397	6.946117	9545	0.892811624106	11	2	56.2911854198	2.4415124799	4.335458	0.80308	3708.0	484.0
maxbinned_coassembly.fa.063	8	0	UID3962	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	o__Hydrogenophilales;f__Hydrogenophilaceae;g__Thiobacillus;s__Thiobacillus_denitrificans	63.3145295176	3.466495	4654	0.931791045422	11	10	53.112641615	7.69457679558	3.1625312	0.333280772542	3037.0	366.434168712
maxbinned_coassembly.fa.064	16	22	UID1	k__Bacteria (root)	k__Bacteria	34.8492641038	4.781184	5172	0.897806693907	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.065	40	3	UID3217	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile;s__Desulfomonile_tiedjei	56.6362918591	5.900833	6506	0.853029224857	11	62	56.1284551379	8.30705690322	4.24122095161	0.949111478087	3829.01612903	789.75088951
maxbinned_coassembly.fa.066	16	9	UID3201	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales	unresolved	63.8042297316	4.66649	6497	0.912568975826	11	14	58.572349499	1.53647727518	5.91319442857	1.40932307677	5022.5	1116.46513284
maxbinned_coassembly.fa.067	40	1	UID2310	k__Bacteria;p__Chloroflexi	c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea;s__Anaerolinea_thermophila	58.0800043013	4.09178	4242	0.903697412862	11	2	56.2911854198	2.4415124799	4.335458	0.80308	3708.0	484.0
maxbinned_coassembly.fa.068	23	15	UID2113	k__Bacteria;p__Actinobacteria;c__Actinobacteria	o__Solirubrobacterales	70.8115156403	2.681883	3952	0.932778946733	11	8	71.7356924685	2.30444818497	5.60481075	1.85734076272	5389.0	1723.35160371
maxbinned_coassembly.fa.069	12	22	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	39.5378687046	3.224668	4852	0.875828767489	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
maxbinned_coassembly.fa.070	12	10	UID2572	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	f__Melioribacteraceae;g__Melioribacter;s__Melioribacter_roseus	39.064631561	5.655333	6408	0.911597778592	11	2	37.6306212631	3.69749696697	3.4797055	0.1792915	3072.5	170.5
maxbinned_coassembly.fa.071	43	0	UID40	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	g__Methanobacterium	34.0563352269	2.41341	2364	0.844307432222	11	9	31.9472619236	4.05099891234	2.20295888889	0.455255090786	2068.0	385.055840106
maxbinned_coassembly.fa.072	4	0	UID46	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium	s__Methanobacterium_formicicum	37.2066551755	3.042324	3596	0.836255112868	11	3	36.5270387842	1.05691574969	2.60485366667	0.0581723953397	2550.66666667	36.41733409
maxbinned_coassembly.fa.073	2	7	UID5	k__Archaea;p__Euryarchaeota	c__Thermococci;o__Thermococcales;f__Thermococcaceae	33.0956882074	5.070165	6211	0.894029484248	11	32	39.8923778912	9.12103291147	1.8367819375	0.187170352806	1983.09375	254.52631978
maxbinned_coassembly.fa.074	16	8	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	51.0676085568	3.407616	5024	0.86313246563	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
maxbinned_coassembly.fa.075	16	1	UID46	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium	s__	31.75660128	5.401869	6276	0.764858607271	11	3	36.5270387842	1.05691574969	2.60485366667	0.0581723953397	2550.66666667	36.41733409
maxbinned_coassembly.fa.076	17	14	UID1103	k__Bacteria;p__Firmicutes;c__Clostridia	o__Clostridiales_4;f__Syntrophomonadaceae	44.8283147279	2.636423	3681	0.856633400634	11	6	48.992692259	5.62793716264	3.16223533333	0.63202253278	3152.66666667	653.133898132
maxbinned_coassembly.fa.077	5	37	UID2310	k__Bacteria;p__Chloroflexi	c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea;s__Anaerolinea_thermophila	49.327848015	3.640992	3455	0.905214293248	11	2	56.2911854198	2.4415124799	4.335458	0.80308	3708.0	484.0
maxbinned_coassembly.fa.078	24	11	UID3962	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	o__Hydrogenophilales;f__Hydrogenophilaceae;g__Thiobacillus;s__Thiobacillus_denitrificans	60.6535995534	4.318883	5214	0.903799663015	11	10	53.112641615	7.69457679558	3.1625312	0.333280772542	3037.0	366.434168712
maxbinned_coassembly.fa.079	15	1	UID1	k__Bacteria (root)	k__Bacteria	30.0702403457	3.995994	5304	0.815794768461	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.080	25	14	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	33.1260370649	1.642255	2166	0.865678594372	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
maxbinned_coassembly.fa.081	40	0	UID3232	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	o__Desulfarculales;f__Desulfarculaceae;g__Desulfarculus;s__Desulfarculus_baarsii	66.5754065019	4.299795	4212	0.884721946046	11	2	62.2259907053	3.47750334285	4.1615375	0.5058065	3730.0	375.0
maxbinned_coassembly.fa.082	18	24	UID3887	k__Bacteria;p__Proteobacteria	c__Betaproteobacteria	68.1560381519	2.000844	2648	0.935809588354	11	1487	52.9168756968	10.6289315811	4.28018535171	1.57586972717	4025.22864829	1428.68298094
maxbinned_coassembly.fa.083	43	0	UID3198	k__Bacteria	p__Acidobacteria	38.0288631139	6.383788	4684	0.898245681091	11	17	59.2923023901	3.01115477033	5.48641088235	1.58822161948	4711.64705882	1221.85750306
maxbinned_coassembly.fa.084	5	0	UID1418	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium	s__Clostridium_kluyveri	32.9346756582	1.653549	1858	0.888218613419	11	3	31.7201435816	0.434440637203	4.203056	0.303233105397	3986.66666667	283.843070884
maxbinned_coassembly.fa.085	8	0	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	38.2780938609	0.570571	613	0.91744936213	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
maxbinned_coassembly.fa.086	25	4	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	50.2550230037	3.301859	3835	0.902509767982	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
maxbinned_coassembly.fa.087	12	11	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	44.3945420598	3.965987	4745	0.896342070713	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
maxbinned_coassembly.fa.088	17	25	UID3195	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae	g__Candidatus_Nitrospira;s__Candidatus_Nitrospira_defluvii	58.1032257438	3.705006	4596	0.886743503249	11	4	40.4354512169	10.734191293	2.5603085	1.01636770309	2628.5	976.721429068
